Date	Daily global solar exposure (MJ/m*m)	Covid Restrictions	Rainfall amount (millimetres)	Public_Holiday	Maximum temperature (Degree C)	Minimum temperature (Degree C)	Total_Pedestrian_Count_per_day
02-26-2016	19.3	0	0.0	0	23.5	15.5	770028
02-27-2016	17.7	0	0.0	0	22.2	17.7	641641
02-28-2016	21.5	0	0.0	0	22.7	17.7	591838
02-29-2016	18.2	0	0.0	0	23.7	15.0	676451
03-01-2016	23.4	0	0.0	0	33.7	17.3	679965
03-02-2016	22.6	0	0.0	0	34.7	17.6	693302
03-03-2016	21.8	0	0.0	0	23.9	17.4	708544
03-04-2016	21.2	0	0.0	0	33.0	16.5	764925
03-05-2016	11.4	0	1.6	0	23.7	20.4	610640
03-06-2016	21.3	0	0.0	0	25.2	17.4	518443
03-07-2016	7.9	0	2.8	0	24.9	18.6	672423
03-08-2016	20.8	0	0.2	0	38.9	19.9	651878
03-09-2016	10.8	0	9.6	0	28.5	20.8	659926
03-10-2016	3.9	0	9.6	0	22.1	18.1	669617
03-11-2016	19.6	0	9.6	0	26.1	18.8	827051
03-12-2016	7.0	0	0.0	0	22.3	18.7	730844
03-13-2016	13.8	0	0.0	0	23.2	17.7	746962
03-14-2016	10.6	0	0.0	1	21.3	18.4	650464
03-15-2016	20.7	0	0.0	0	26.8	15.1	671662
03-16-2016	18.9	0	0.0	0	31.4	15.3	703152
03-17-2016	19.6	0	0.0	0	32.5	18.3	724483
03-18-2016	6.7	0	16.2	0	19.5	15.2	730517
03-19-2016	10.7	0	6.0	0	18.8	12.0	625400
03-20-2016	19.0	0	0.0	0	23.3	10.1	646783
03-21-2016	19.7	0	0.0	0	23.5	11.2	712722
03-22-2016	21.1	0	0.0	0	24.3	11.4	695215
03-23-2016	12.7	0	0.0	0	28.8	13.7	698421
03-24-2016	10.4	0	0.0	0	21.2	16.3	743790
03-25-2016	14.4	0	0.0	1	20.4	15.9	579290
03-26-2016	8.2	0	0.4	1	20.2	14.1	624207
03-27-2016	14.0	0	1.4	1	19.9	14.3	558092
03-28-2016	13.0	0	0.0	1	19.2	9.4	481791
03-29-2016	5.7	0	0.0	0	17.9	14.5	641119
03-30-2016	8.5	0	0.0	0	18.7	15.5	683511
03-31-2016	17.1	0	0.0	0	22.7	11.3	724658
04-01-2016	16.7	0	0.0	0	26.5	13.1	826348
04-02-2016	8.3	0	0.0	0	19.5	15.5	643351
04-03-2016	15.4	0	0.0	0	18.8	11.3	555798
04-04-2016	18.4	0	0.0	0	21.2	9.7	682296
04-05-2016	17.1	0	0.0	0	29.0	12.3	710886
04-06-2016	3.9	0	12.8	0	15.6	13.6	645838
04-07-2016	13.1	0	7.0	0	18.4	8.3	750392
04-08-2016	9.6	0	0.0	0	20.0	11.9	808149
04-09-2016	13.0	0	0.0	0	22.3	10.4	649474
04-10-2016	9.6	0	0.0	0	23.5	13.6	514709
04-11-2016	14.1	0	0.2	0	20.1	14.5	634527
04-12-2016	13.5	0	0.0	0	18.7	14.0	718101
04-13-2016	12.6	0	0.0	0	20.0	11.3	723817
04-14-2016	12.7	0	0.0	0	27.0	11.6	745662
04-15-2016	15.9	0	0.0	0	27.0	13.4	881389
04-16-2016	8.3	0	0.0	0	20.3	14.0	668218
04-17-2016	14.7	0	0.0	0	19.8	13.1	570963
04-18-2016	15.0	0	0.0	0	25.0	9.8	677515
04-19-2016	14.5	0	0.0	0	27.4	13.6	699771
04-20-2016	14.0	0	0.0	0	28.0	15.3	718849
04-21-2016	5.6	0	0.0	0	24.2	17.1	661643
04-22-2016	7.9	0	21.0	0	16.7	14.6	792029
04-23-2016	8.5	0	0.0	0	18.6	12.3	654288
04-24-2016	14.8	0	0.0	0	20.0	9.1	620641
04-25-2016	14.8	0	0.0	1	25.0	9.9	593911
04-26-2016	14.6	0	0.0	0	25.6	11.3	655080
04-27-2016	13.5	0	0.0	0	25.4	13.0	672944
04-28-2016	5.3	0	0.0	0	24.9	19.8	706881
04-29-2016	3.7	0	0.2	0	20.6	16.9	742317
04-30-2016	12.7	0	8.5	0	24.1	16.4	641027
05-01-2016	9.0	0	9.8	0	17.0	14.4	426266
05-02-2016	12.3	0	0.4	0	18.4	9.0	639079
05-03-2016	8.8	0	0.6	0	20.1	12.3	615311
05-04-2016	11.8	0	0.6	0	18.2	9.8	691508
05-05-2016	12.3	0	0.6	0	20.5	12.6	725166
05-06-2016	13.2	0	0.6	0	24.7	15.9	837827
05-07-2016	12.6	0	0.6	0	25.7	11.4	667976
05-08-2016	3.5	0	6.8	0	20.4	15.5	468801
05-09-2016	6.7	0	0.8	0	22.2	15.4	577666
05-10-2016	7.6	0	12.2	0	17.2	13.7	641085
05-11-2016	6.3	0	0.6	0	17.4	12.2	652510
05-12-2016	6.1	0	0.4	0	21.4	14.1	688501
05-13-2016	9.9	0	0.6	0	21.6	15.9	793290
05-14-2016	12.6	0	0.2	0	21.7	14.5	674512
05-15-2016	6.7	0	0.0	0	22.0	15.0	527120
05-16-2016	8.9	0	0.0	0	19.6	7.7	644614
05-17-2016	5.4	0	0.0	0	17.1	11.4	661532
05-18-2016	7.2	0	0.0	0	19.3	13.0	694125
05-19-2016	2.2	0	0.0	0	18.4	14.6	667355
05-20-2016	8.3	0	1.2	0	17.4	11.6	821240
05-21-2016	8.9	0	0.0	0	18.5	8.1	676442
05-22-2016	8.5	0	0.0	0	22.2	9.2	472177
05-23-2016	7.1	0	3.6	0	17.2	12.8	611441
05-24-2016	7.3	0	3.6	0	15.8	10.7	662503
05-25-2016	4.9	0	0.0	0	15.6	7.6	618063
05-26-2016	3.1	0	13.6	0	12.5	10.3	615087
05-27-2016	8.0	0	5.2	0	14.4	9.2	764344
05-28-2016	6.2	0	0.6	0	13.2	5.7	565827
05-29-2016	6.5	0	3.4	0	13.9	8.7	498899
05-30-2016	9.5	0	0.0	0	15.4	7.2	609693
05-31-2016	9.5	0	0.2	0	17.4	3.6	626519
06-01-2016	8.2	0	0.0	0	17.0	4.8	646611
06-02-2016	9.2	0	0.0	0	12.8	4.8	650569
06-03-2016	8.5	0	0.0	0	14.1	6.8	713045
06-04-2016	3.7	0	7.0	0	13.4	9.8	524250
06-05-2016	3.3	0	4.4	0	14.1	10.5	433985
06-06-2016	7.1	0	1.6	0	14.5	8.9	622563
06-07-2016	4.7	0	0.0	0	15.3	10.5	607044
06-08-2016	4.7	0	1.8	0	14.7	9.7	619490
06-09-2016	6.0	0	1.8	0	17.5	10.8	627753
06-10-2016	6.6	0	0.4	0	15.8	10.4	695730
06-11-2016	6.5	0	2.6	0	13.5	9.0	568372
06-12-2016	7.3	0	0.8	0	13.8	5.0	585804
06-13-2016	9.0	0	0.2	1	13.4	3.8	443408
06-14-2016	8.3	0	0.0	0	15.6	8.6	579709
06-15-2016	9.2	0	0.0	0	17.9	6.0	618458
06-16-2016	5.1	0	0.0	0	14.3	7.8	584295
06-17-2016	3.5	0	5.4	0	15.1	9.3	661837
06-18-2016	5.3	0	9.7	0	12.7	10.0	558896
06-19-2016	7.2	0	0.0	0	13.5	7.3	447823
06-20-2016	3.4	0	8.0	0	13.2	9.1	522406
06-21-2016	7.0	0	4.6	0	14.7	10.4	592111
06-22-2016	6.6	0	0.0	0	15.4	11.2	616462
06-23-2016	7.2	0	0.0	0	14.8	10.4	567242
06-24-2016	5.8	0	16.8	0	10.7	6.9	649802
06-25-2016	8.8	0	3.0	0	12.7	5.6	581475
06-26-2016	7.7	0	2.0	0	11.1	3.0	471132
06-27-2016	4.7	0	0.4	0	10.6	4.8	569997
06-28-2016	7.8	0	0.0	0	17.0	5.0	647604
06-29-2016	8.9	0	0.8	0	15.8	8.9	684755
06-30-2016	5.6	0	0.0	0	11.7	10.3	596083
07-01-2016	7.1	0	7.8	0	14.1	7.3	740660
07-02-2016	6.7	0	0.8	0	16.5	9.9	607997
07-03-2016	7.8	0	0.0	0	16.7	10.9	529165
07-04-2016	3.6	0	0.0	0	12.7	10.4	627915
07-05-2016	1.8	0	28.0	0	12.8	8.2	540622
07-06-2016	4.6	0	28.0	0	13.0	9.8	637720
07-07-2016	4.1	0	28.0	0	13.7	10.5	671555
07-08-2016	7.4	0	1.2	0	15.3	9.7	826329
07-09-2016	9.5	0	0.2	0	15.2	5.3	659317
07-10-2016	3.6	0	0.2	0	14.2	6.5	445675
07-11-2016	7.6	0	4.6	0	16.0	8.3	611912
07-12-2016	8.1	0	0.0	0	13.7	10.7	593788
07-13-2016	9.0	0	0.6	0	12.0	4.5	616785
07-14-2016	7.8	0	0.0	0	14.0	6.6	675597
07-15-2016	7.2	0	0.0	0	14.1	8.8	786006
07-16-2016	10.2	0	0.0	0	13.7	7.8	694441
07-17-2016	10.3	0	0.0	0	16.1	3.1	555681
07-18-2016	8.8	0	0.0	0	17.7	9.6	635296
07-19-2016	5.7	0	0.0	0	16.0	12.6	625272
07-20-2016	9.2	0	1.8	0	16.1	9.8	683684
07-21-2016	7.4	0	0.0	0	18.1	6.9	678339
07-22-2016	5.1	0	8.2	0	18.3	9.2	726369
07-23-2016	9.0	0	4.0	0	11.6	7.5	589744
07-24-2016	10.3	0	1.2	0	11.4	4.7	571103
07-25-2016	7.5	0	0.2	0	14.3	6.3	601066
07-26-2016	7.2	0	5.4	0	11.0	6.5	630216
07-27-2016	6.9	0	0.0	0	12.9	7.5	662617
07-28-2016	6.3	0	0.0	0	15.2	6.9	689170
07-29-2016	5.0	0	0.0	0	15.3	10.2	780026
07-30-2016	8.5	0	2.2	0	13.8	9.1	705653
07-31-2016	11.3	0	2.2	0	17.0	10.3	572172
08-01-2016	5.2	0	2.8	0	14.4	11.2	565804
08-02-2016	11.2	0	16.0	0	13.4	8.5	641344
08-03-2016	8.4	0	2.8	0	12.8	8.7	623707
08-04-2016	11.1	0	1.0	0	14.6	4.9	697515
08-05-2016	8.7	0	0.0	0	14.6	3.4	826425
08-06-2016	7.0	0	0.0	0	14.4	5.8	638545
08-07-2016	10.4	0	0.0	0	16.6	7.6	539168
08-08-2016	8.0	0	0.0	0	14.2	5.0	624989
08-09-2016	7.8	0	0.0	0	18.9	9.7	641444
08-10-2016	11.3	0	0.0	0	15.3	9.6	632576
08-11-2016	10.3	0	8.4	0	15.7	6.8	668770
08-12-2016	11.7	0	0.0	0	14.1	7.7	744288
08-13-2016	9.5	0	2.2	0	15.1	7.9	629893
08-14-2016	11.6	0	0.6	0	18.7	8.5	568123
08-15-2016	13.4	0	0.0	0	18.1	10.2	632880
08-16-2016	13.5	0	0.0	0	18.2	10.0	646232
08-17-2016	9.6	0	0.0	0	15.6	12.5	633978
08-18-2016	13.1	0	0.0	0	21.6	7.1	685000
08-19-2016	2.7	0	0.0	0	16.4	15.3	637766
08-20-2016	9.7	0	13.0	0	13.6	6.9	582975
08-21-2016	7.0	0	2.0	0	14.8	9.5	462621
08-22-2016	8.7	0	6.4	0	16.0	7.8	542477
08-23-2016	14.2	0	10.8	0	13.4	7.0	654375
08-24-2016	14.0	0	0.0	0	12.7	3.7	626727
08-25-2016	13.5	0	1.2	0	13.0	6.5	638187
08-26-2016	8.8	0	0.6	0	14.4	7.2	766552
08-27-2016	11.7	0	0.2	0	16.3	9.3	627006
08-28-2016	12.2	0	0.0	0	19.0	10.5	511846
08-29-2016	14.2	0	0.0	0	20.4	8.7	610634
08-30-2016	5.2	0	0.0	0	16.8	10.2	564418
08-31-2016	10.1	0	1.4	0	20.2	12.8	645301
09-01-2016	8.8	0	0.0	0	15.5	11.6	617364
09-02-2016	9.6	0	0.4	0	15.0	9.6	724798
09-03-2016	12.9	0	0.2	0	15.7	10.0	597883
09-04-2016	10.0	0	0.2	0	16.9	10.1	471979
09-05-2016	11.7	0	0.0	0	18.4	12.8	604882
09-06-2016	15.8	0	0.0	0	21.5	9.2	635962
09-07-2016	16.7	0	0.0	0	21.0	9.6	673933
09-08-2016	16.0	0	0.0	0	23.3	13.1	668405
09-09-2016	5.9	0	0.6	0	16.7	16.0	707459
09-10-2016	7.9	0	12.6	0	14.3	11.5	559170
09-11-2016	11.8	0	2.6	0	17.0	7.3	486926
09-12-2016	7.0	0	2.6	0	13.6	9.9	590649
09-13-2016	2.8	0	10.2	0	14.6	9.6	578316
09-14-2016	13.2	0	22.0	0	16.1	10.5	622864
09-15-2016	6.9	0	2.8	0	14.6	8.7	611888
09-16-2016	12.5	0	15.2	0	15.7	9.0	785093
09-17-2016	18.8	0	0.2	0	19.8	11.1	627683
09-18-2016	5.5	0	0.8	0	12.5	10.8	446666
09-19-2016	16.2	0	0.2	0	16.3	8.5	655191
09-20-2016	18.5	0	0.2	0	18.8	9.1	683102
09-21-2016	8.8	0	2.0	0	15.2	10.9	643293
09-22-2016	9.9	0	1.8	0	13.4	9.6	660788
09-23-2016	16.5	0	0.6	0	16.5	9.8	816853
09-24-2016	18.4	0	0.2	0	20.1	10.0	607646
09-25-2016	17.1	0	7.2	0	14.7	9.5	499081
09-26-2016	13.6	0	1.2	0	16.9	8.1	618782
09-27-2016	13.4	0	15.6	0	14.8	7.4	658744
09-28-2016	19.6	0	1.2	0	19.3	7.5	731979
09-29-2016	16.2	0	2.2	0	16.7	12.5	719781
09-30-2016	16.6	0	1.8	1	16.4	9.3	655850
10-01-2016	11.9	0	0.0	0	18.6	11.6	541152
10-02-2016	18.7	0	11.0	0	24.0	12.1	406619
10-03-2016	13.7	0	11.0	0	15.9	11.1	528461
10-04-2016	13.2	0	5.6	0	17.1	10.6	516578
10-05-2016	7.5	0	5.6	0	17.1	8.0	582804
10-06-2016	22.6	0	0.0	0	27.2	9.7	661015
10-07-2016	7.8	0	0.0	0	22.5	14.1	651828
10-08-2016	23.0	0	0.0	0	16.9	9.7	573688
10-09-2016	14.1	0	0.0	0	22.0	9.5	375432
10-10-2016	18.4	0	1.4	0	16.8	13.0	521080
10-11-2016	16.7	0	1.2	0	15.1	7.5	564163
10-12-2016	12.9	0	0.0	0	15.4	10.2	553275
10-13-2016	22.8	0	3.6	0	14.6	6.8	610406
10-14-2016	24.5	0	0.0	0	22.7	5.2	713823
10-15-2016	21.8	0	0.0	0	24.8	9.4	542013
10-16-2016	8.0	0	0.0	0	23.1	17.4	444736
10-17-2016	14.8	0	10.8	0	18.9	9.8	543250
10-18-2016	16.5	0	1.0	0	16.6	9.6	519380
10-19-2016	22.1	0	3.6	0	16.5	7.5	583126
10-20-2016	25.6	0	0.0	0	21.8	6.8	620526
10-21-2016	1.9	0	0.0	0	17.6	14.8	578488
10-22-2016	16.9	0	19.2	0	13.2	6.9	448476
10-23-2016	18.7	0	10.8	0	14.1	7.9	423038
10-24-2016	20.3	0	0.0	0	17.1	9.4	570076
10-25-2016	23.1	0	0.0	0	25.7	9.6	604235
10-26-2016	9.0	0	0.0	0	18.5	16.5	556234
10-27-2016	25.8	0	0.4	0	15.4	10.1	603235
10-28-2016	26.5	0	0.0	0	16.6	6.3	684156
10-29-2016	25.8	0	0.0	0	25.6	9.3	538461
10-30-2016	19.5	0	0.0	0	28.0	12.7	402352
10-31-2016	19.0	0	1.6	0	17.5	7.9	613210
11-01-2016	17.7	0	0.8	1	18.4	9.4	350967
11-02-2016	13.3	0	0.8	0	18.5	9.7	576381
11-03-2016	28.0	0	0.0	0	19.1	10.0	624483
11-04-2016	24.9	0	0.0	0	29.2	10.2	686466
11-05-2016	10.8	0	0.0	0	16.8	10.0	470935
11-06-2016	25.2	0	0.0	0	21.4	11.5	436948
11-07-2016	15.9	0	0.0	0	25.9	14.6	542015
11-08-2016	28.9	0	0.2	0	18.2	11.0	592874
11-09-2016	22.0	0	0.0	0	17.4	9.2	576560
11-10-2016	20.3	0	0.0	0	17.5	11.9	632071
11-11-2016	29.1	0	0.0	0	23.8	8.4	730145
11-12-2016	17.0	0	2.2	0	25.5	13.2	552046
11-13-2016	9.7	0	2.4	0	19.0	11.7	401012
11-14-2016	14.8	0	9.2	0	15.9	11.5	540300
11-15-2016	17.1	0	0.0	0	19.2	11.0	595708
11-16-2016	25.8	0	0.0	0	21.6	11.9	634224
11-17-2016	28.8	0	0.0	0	31.4	12.0	695865
11-18-2016	15.6	0	0.0	0	18.9	15.3	698643
11-19-2016	29.9	0	0.0	0	19.4	11.7	603565
11-20-2016	22.1	0	0.0	0	33.3	11.9	489189
11-21-2016	19.8	0	0.0	0	35.0	17.9	526122
11-22-2016	1.5	0	9.8	0	14.9	14.5	525429
11-23-2016	16.9	0	8.4	0	16.8	11.0	591795
11-24-2016	21.6	0	8.4	0	17.0	10.3	628981
11-25-2016	15.7	0	1.2	0	17.9	10.9	703727
11-26-2016	18.8	0	0.0	0	17.4	12.2	596664
11-27-2016	10.1	0	0.8	0	16.3	11.6	472314
11-28-2016	24.4	0	0.4	0	19.6	12.2	641418
11-29-2016	31.0	0	0.2	0	20.0	10.4	625369
11-30-2016	9.6	0	0.0	0	18.9	13.3	616452
12-01-2016	28.0	0	0.0	0	21.9	12.9	646101
12-02-2016	29.7	0	0.0	0	21.6	13.0	719944
12-03-2016	31.2	0	0.0	0	23.9	9.9	602893
12-04-2016	14.1	0	0.0	0	31.7	12.7	420349
12-05-2016	21.6	0	2.8	0	21.5	16.9	590254
12-06-2016	24.2	0	2.6	0	20.8	12.8	631488
12-07-2016	30.8	0	0.0	0	28.3	10.5	704094
12-08-2016	11.6	0	2.6	0	23.2	15.4	679139
12-09-2016	23.2	0	7.2	0	17.3	10.0	768011
12-10-2016	24.2	0	0.6	0	18.8	11.2	643880
12-11-2016	27.0	0	1.2	0	19.3	12.9	545013
12-12-2016	30.0	0	0.0	0	32.8	10.7	647059
12-13-2016	14.1	0	0.0	0	36.3	16.5	615701
12-14-2016	21.3	0	0.0	0	19.3	15.7	655230
12-15-2016	30.8	0	0.0	0	18.6	11.7	691219
12-16-2016	20.5	0	0.0	0	25.5	9.7	761279
12-17-2016	22.5	0	0.0	0	20.9	15.1	578366
12-18-2016	30.3	0	0.0	0	17.5	10.0	504656
12-19-2016	29.3	0	0.0	0	30.2	8.8	641861
12-20-2016	26.0	0	3.4	0	21.5	14.4	658083
12-21-2016	28.8	0	0.0	0	19.9	13.5	716383
12-22-2016	29.6	0	0.0	0	20.0	14.6	730382
12-23-2016	28.7	0	0.0	0	26.3	12.5	688455
12-24-2016	26.3	0	1.1	0	34.9	16.2	444984
12-25-2016	32.3	0	0.0	1	36.3	16.4	308541
12-26-2016	10.2	0	0.0	1	29.3	25.4	499610
12-27-2016	5.8	0	2.0	1	29.8	18.0	459541
12-28-2016	15.1	0	1.4	0	38.2	20.3	505524
12-29-2016	15.7	0	0.0	0	33.5	27.0	423814
12-30-2016	28.8	0	22.8	0	27.8	20.1	529935
12-31-2016	30.8	0	0.0	0	23.8	17.3	626809
01-01-2017	8.5	0	0.0	1	21.1	16.8	492152
01-02-2017	7.8	0	0.8	1	17.8	14.8	355156
01-03-2017	25.9	0	0.4	0	19.5	14.6	529411
01-04-2017	31.6	0	0.0	0	29.3	13.3	539839
01-05-2017	29.7	0	0.0	0	31.7	18.5	530787
01-06-2017	30.1	0	0.0	0	35.2	18.3	483188
01-07-2017	28.5	0	0.0	0	36.7	20.9	347200
01-08-2017	29.3	0	0.0	0	33.1	28.0	326441
01-09-2017	14.3	0	0.0	0	24.4	18.5	497620
01-10-2017	28.6	0	0.0	0	26.2	17.7	503211
01-11-2017	25.9	0	0.0	0	24.3	16.6	527067
01-12-2017	30.7	0	0.0	0	26.5	14.9	564571
01-13-2017	1.3	0	1.8	0	28.8	17.5	532048
01-14-2017	16.5	0	3.2	0	23.5	15.2	456663
01-15-2017	22.7	0	0.0	0	21.5	15.2	465708
01-16-2017	30.5	0	0.0	0	32.7	12.2	543821
01-17-2017	25.5	0	0.0	0	37.8	16.4	526535
01-18-2017	27.5	0	0.0	0	20.8	15.6	600457
01-19-2017	29.7	0	0.0	0	23.4	11.0	620063
01-20-2017	13.2	0	22.6	0	20.8	16.1	642266
01-21-2017	25.1	0	0.6	0	22.6	15.3	539631
01-22-2017	30.3	0	0.0	0	29.6	12.7	445390
01-23-2017	19.2	0	0.0	0	36.7	17.8	514257
01-24-2017	27.6	0	0.8	0	22.0	19.1	567696
01-25-2017	29.8	0	0.0	0	21.1	13.5	632096
01-26-2017	16.9	0	0.0	1	21.2	16.4	512310
01-27-2017	29.3	0	0.0	0	23.6	17.0	587002
01-28-2017	29.2	0	0.0	0	29.2	15.0	533550
01-29-2017	29.4	0	0.0	0	27.0	15.1	482085
01-30-2017	3.7	0	0.0	0	30.0	17.8	478125
01-31-2017	26.8	0	3.0	0	22.1	16.5	530324
02-01-2017	9.3	0	0.0	0	20.6	14.3	528084
02-02-2017	28.2	0	0.0	0	24.1	14.2	554782
02-03-2017	28.1	0	0.0	0	27.6	15.4	616024
02-04-2017	27.3	0	0.0	0	35.9	14.6	446105
02-05-2017	9.3	0	0.0	0	30.7	18.5	327077
02-06-2017	3.9	0	38.4	0	18.0	15.1	467318
02-07-2017	27.9	0	0.0	0	27.6	15.4	535170
02-08-2017	27.7	0	0.0	0	36.0	16.5	523366
02-09-2017	24.4	0	0.0	0	36.0	20.3	493460
02-10-2017	21.3	0	0.0	0	27.1	18.7	603611
02-11-2017	21.0	0	0.0	0	24.6	18.5	475673
02-12-2017	12.6	0	2.2	0	19.9	15.1	370499
02-13-2017	20.5	0	0.0	0	21.0	14.0	514714
02-14-2017	15.6	0	0.4	0	19.5	14.5	594850
02-15-2017	26.0	0	0.0	0	31.5	10.0	574688
02-16-2017	23.2	0	0.0	0	23.6	14.9	565850
02-17-2017	18.4	0	0.0	0	25.5	13.7	640067
02-18-2017	16.1	0	0.0	0	18.9	13.3	634328
02-19-2017	9.9	0	0.0	0	17.3	11.7	451979
02-20-2017	22.4	0	4.4	0	20.3	11.6	543044
02-21-2017	25.0	0	0.0	0	24.0	10.1	587453
02-22-2017	23.1	0	0.0	0	33.3	12.8	586389
02-23-2017	23.5	0	0.0	0	25.0	15.9	609664
02-24-2017	13.2	0	1.6	0	20.0	15.8	632265
02-25-2017	23.9	0	0.0	0	19.4	13.7	533816
02-26-2017	24.2	0	0.0	0	29.8	13.2	482188
02-27-2017	23.9	0	0.0	0	33.1	15.6	565819
02-28-2017	23.6	0	0.0	0	33.6	17.3	585790
03-01-2017	23.7	0	0.0	0	30.5	16.6	589251
03-02-2017	22.0	0	0.0	0	23.3	17.7	607676
03-03-2017	18.1	0	0.0	0	28.6	18.1	656703
03-04-2017	23.0	0	0.0	0	27.4	16.1	500791
03-05-2017	16.8	0	0.4	0	25.4	17.6	389513
03-06-2017	22.3	0	0.0	0	27.4	17.7	577509
03-07-2017	22.4	0	0.0	0	28.2	15.0	602277
03-08-2017	22.1	0	0.0	0	31.5	14.2	610525
03-09-2017	21.1	0	0.0	0	32.3	15.0	609418
03-10-2017	19.4	0	0.0	0	23.8	18.5	724976
03-11-2017	13.9	0	0.0	0	26.4	18.0	620789
03-12-2017	19.6	0	0.0	0	27.1	17.9	629251
03-13-2017	20.7	0	0.0	1	24.3	15.7	566090
03-14-2017	20.8	0	0.0	0	32.7	18.8	558199
03-15-2017	18.9	0	0.0	0	33.2	20.8	536590
03-16-2017	4.8	0	2.4	0	23.0	21.7	552435
03-17-2017	20.1	0	0.0	0	22.1	15.8	665697
03-18-2017	19.9	0	0.0	0	30.8	12.4	534489
03-19-2017	19.7	0	0.0	0	33.5	14.5	425861
03-20-2017	11.3	0	0.0	0	28.0	19.3	511016
03-21-2017	6.1	0	4.6	0	26.1	19.9	506996
03-22-2017	7.3	0	10.4	0	21.8	17.8	528266
03-23-2017	17.2	0	0.0	0	25.1	16.2	606242
03-24-2017	16.1	0	0.0	0	24.7	13.9	678432
03-25-2017	13.5	0	0.0	0	29.7	15.3	538991
03-26-2017	14.6	0	0.0	0	26.7	19.3	422543
03-27-2017	7.6	0	0.0	0	31.9	19.3	491361
03-28-2017	17.8	0	5.8	0	24.3	11.9	555793
03-29-2017	14.7	0	0.0	0	27.2	13.9	546584
03-30-2017	13.0	0	2.8	0	17.9	10.2	568509
03-31-2017	12.3	0	2.8	0	17.9	10.1	676940
04-01-2017	13.5	0	0.0	0	19.0	10.0	542796
04-02-2017	10.1	0	0.2	0	18.2	11.7	486547
04-03-2017	16.8	0	0.0	0	21.5	8.2	601181
04-04-2017	16.4	0	0.0	0	24.4	10.0	662872
04-05-2017	15.8	0	0.0	0	25.4	11.0	670232
04-06-2017	13.5	0	0.0	0	26.6	12.0	695848
04-07-2017	15.6	0	0.0	0	26.2	12.7	760918
04-08-2017	13.8	0	0.0	0	28.1	18.6	505220
04-09-2017	6.5	0	14.2	0	15.2	11.7	424488
04-10-2017	3.0	0	25.6	0	17.0	9.0	511858
04-11-2017	13.5	0	14.4	0	18.5	12.3	623054
04-12-2017	14.0	0	0.0	0	19.3	10.8	656443
04-13-2017	13.9	0	0.0	0	22.2	10.9	699563
04-14-2017	8.9	0	0.0	1	17.9	13.0	471177
04-15-2017	9.7	0	0.0	1	17.3	11.8	539783
04-16-2017	10.1	0	0.0	1	22.6	9.9	472596
04-17-2017	10.9	0	0.0	1	18.3	11.1	401430
04-18-2017	13.7	0	0.0	0	20.4	9.5	563015
04-19-2017	12.7	0	0.0	0	26.9	13.0	580933
04-20-2017	12.4	0	0.0	0	26.5	14.6	622035
04-21-2017	3.6	0	9.8	0	20.9	16.5	611644
04-22-2017	11.8	0	5.5	0	22.5	16.9	556652
04-23-2017	11.9	0	5.4	0	21.8	14.4	490646
04-24-2017	9.9	0	0.4	0	24.7	15.9	584798
04-25-2017	5.8	0	27.8	1	17.7	16.2	416005
04-26-2017	6.4	0	20.6	0	14.5	10.1	518284
