Date	Daily global solar exposure (MJ/m*m)	Covid Restrictions	Rainfall amount (millimetres)	Public_Holiday	Maximum temperature (Degree C)	Minimum temperature (Degree C)	Total_Pedestrian_Count_per_day
06-29-2018	6.1	0	0.0	0	12.5	6.1	791748
06-30-2018	4.9	0	1.2	0	14.2	9.4	623360
07-01-2018	8.8	0	0.6	0	14.7	3.5	586864
07-02-2018	9.4	0	0.0	0	14.6	2.4	691138
07-03-2018	6.7	0	0.0	0	14.3	4.1	697061
07-04-2018	6.0	0	0.0	0	17.1	10.4	740832
07-05-2018	2.8	0	0.0	0	18.7	12.7	751197
07-06-2018	8.3	0	0.0	0	15.2	12.5	893364
07-07-2018	6.5	0	0.0	0	12.9	9.6	622386
07-08-2018	6.2	0	0.0	0	13.9	9.3	572870
07-09-2018	8.1	0	0.0	0	13.8	10.1	715776
07-10-2018	5.4	0	0.0	0	11.5	9.3	737990
07-11-2018	6.0	0	0.0	0	11.6	6.6	772777
07-12-2018	7.5	0	0.0	0	11.3	4.3	776000
07-13-2018	9.3	0	0.0	0	13.9	5.8	897761
07-14-2018	10.0	0	0.0	0	15.5	4.4	725447
07-15-2018	9.8	0	0.0	0	13.8	6.0	566742
07-16-2018	4.5	0	0.4	0	12.6	7.9	685796
07-17-2018	9.2	0	0.0	0	17.5	9.1	699900
07-18-2018	10.3	0	1.6	0	15.2	6.2	763353
07-19-2018	8.5	0	0.0	0	17.6	8.7	725351
07-20-2018	7.2	0	5.4	0	12.1	7.2	844692
07-21-2018	7.2	0	0.8	0	14.0	6.7	691067
07-22-2018	10.5	0	0.0	0	14.8	8.0	574913
07-23-2018	6.9	0	0.6	0	15.4	8.4	659710
07-24-2018	7.1	0	0.0	0	15.6	8.6	688894
07-25-2018	9.3	0	7.6	0	15.7	8.3	782802
07-26-2018	8.9	0	0.0	0	15.1	7.7	771363
07-27-2018	10.3	0	0.0	0	19.5	9.2	925677
07-28-2018	9.3	0	0.8	0	18.6	8.4	780501
07-29-2018	10.0	0	3.4	0	14.6	10.8	604285
07-30-2018	7.3	0	0.8	0	12.6	8.2	681830
07-31-2018	10.2	0	0.0	0	16.2	8.3	710043
08-01-2018	11.4	0	1.4	0	14.8	9.9	805066
08-02-2018	11.7	0	0.0	0	16.1	4.9	816154
08-03-2018	6.3	0	0.0	0	18.4	7.8	868148
08-04-2018	8.7	0	2.2	0	15.3	8.0	743431
08-05-2018	11.2	0	0.2	0	17.6	10.6	615406
08-06-2018	8.5	0	0.0	0	13.8	9.4	691731
08-07-2018	9.6	0	0.0	0	14.8	7.3	742958
08-08-2018	7.2	0	1.6	0	16.0	9.6	734419
08-09-2018	8.6	0	3.4	0	15.4	5.6	747746
08-10-2018	11.8	0	0.0	0	20.0	9.4	868735
08-11-2018	7.4	0	10.2	0	14.7	8.1	645381
08-12-2018	10.4	0	6.8	0	14.8	5.4	605608
08-13-2018	8.6	0	0.4	0	14.9	7.9	695855
08-14-2018	13.2	0	0.0	0	16.7	9.4	749846
08-15-2018	10.1	0	0.0	0	18.4	11.5	758640
08-16-2018	9.2	0	0.0	0	14.7	8.7	777417
08-17-2018	12.2	0	1.0	0	15.9	7.7	913125
08-18-2018	10.4	0	0.4	0	13.8	8.9	625057
08-19-2018	9.3	0	10.8	0	11.9	6.7	496016
08-20-2018	6.5	0	2.4	0	12.4	5.5	662631
08-21-2018	7.7	0	1.6	0	12.4	8.6	687686
08-22-2018	8.5	0	1.0	0	14.0	8.7	714907
08-23-2018	11.1	0	0.0	0	16.0	5.6	741266
08-24-2018	14.7	0	0.0	0	15.4	4.8	874751
08-25-2018	14.9	0	0.0	0	15.2	3.9	716483
08-26-2018	12.3	0	0.0	0	14.7	4.9	548711
08-27-2018	12.4	0	3.6	0	12.9	6.8	689947
08-28-2018	11.7	0	0.0	0	11.2	1.9	720891
08-29-2018	15.5	0	0.0	0	12.5	0.8	762701
08-30-2018	5.1	0	0.0	0	16.7	4.8	688962
08-31-2018	6.8	0	2.4	0	16.0	8.9	826812
09-01-2018	7.4	0	3.0	0	13.4	10.5	631159
09-02-2018	11.2	0	3.4	0	12.3	5.0	534939
09-03-2018	14.7	0	0.2	0	13.1	5.0	709261
09-04-2018	14.7	0	0.0	0	19.5	3.4	769778
09-05-2018	14.5	0	0.0	0	20.2	8.1	792164
09-06-2018	9.5	0	0.2	0	20.6	13.8	774095
09-07-2018	14.7	0	3.6	0	15.1	8.7	938298
09-08-2018	16.2	0	0.0	0	17.5	4.2	703303
09-09-2018	7.3	0	0.0	0	18.1	8.6	528814
09-10-2018	10.2	0	0.2	0	18.0	13.4	737695
09-11-2018	17.7	0	0.0	0	24.2	9.1	803432
09-12-2018	15.8	0	0.0	0	18.5	11.7	800446
09-13-2018	18.2	0	0.0	0	19.7	7.1	824492
09-14-2018	18.2	0	0.0	0	22.7	10.9	941484
09-15-2018	6.3	0	0.6	0	13.7	10.2	563598
09-16-2018	15.3	0	2.5	0	14.0	5.5	524743
09-17-2018	18.7	0	0.0	0	18.1	6.7	751041
09-18-2018	8.0	0	0.0	0	20.3	11.0	745728
09-19-2018	16.1	0	3.0	0	14.7	8.5	768576
09-20-2018	18.5	0	0.4	0	17.4	3.8	822055
09-21-2018	16.6	0	0.0	0	18.9	8.3	954671
09-22-2018	19.7	0	0.0	0	17.3	6.8	720962
09-23-2018	11.6	0	0.2	0	13.7	10.4	567997
09-24-2018	17.2	0	0.0	0	14.9	4.6	791376
09-25-2018	12.2	0	0.0	0	13.6	8.6	797216
09-26-2018	20.8	0	0.0	0	17.6	6.4	873124
09-27-2018	20.8	0	0.0	0	24.2	9.2	919875
09-28-2018	10.2	0	0.0	1	15.2	10.7	649481
09-29-2018	17.0	0	1.7	0	14.0	5.5	656503
09-30-2018	19.8	0	0.0	0	16.5	6.8	564330
10-01-2018	21.4	0	0.0	0	23.3	4.7	812088
10-02-2018	13.4	0	0.0	0	25.8	11.4	819692
10-03-2018	10.9	0	0.0	0	18.1	14.7	795998
10-04-2018	12.5	0	0.0	0	14.6	10.9	828515
10-05-2018	22.5	0	0.0	0	20.5	9.1	934599
10-06-2018	22.7	0	0.0	0	23.8	8.3	719750
10-07-2018	21.2	0	0.0	0	24.7	10.3	547674
10-08-2018	22.7	0	0.0	0	28.2	13.5	709823
10-09-2018	7.2	0	0.4	0	17.9	16.1	633483
10-10-2018	20.0	0	3.4	0	16.5	10.1	742177
10-11-2018	23.7	0	0.0	0	20.7	6.4	797252
10-12-2018	23.9	0	0.0	0	22.7	8.7	898086
10-13-2018	23.2	0	0.0	0	24.9	10.5	693407
10-14-2018	22.1	0	0.0	0	27.3	12.4	593667
10-15-2018	19.4	0	0.0	0	27.5	19.5	691739
10-16-2018	6.1	0	0.6	0	23.1	20.0	658056
10-17-2018	15.1	0	5.2	0	22.6	16.1	723569
10-18-2018	10.5	0	2.8	0	20.7	14.7	733057
10-19-2018	23.0	0	0.0	0	27.4	12.8	853431
10-20-2018	9.8	0	10.0	0	16.1	11.7	581094
10-21-2018	22.7	0	2.3	0	19.2	7.6	557171
10-22-2018	25.7	0	0.0	0	27.0	8.9	695561
10-23-2018	16.7	0	0.0	0	18.8	13.0	684749
10-24-2018	19.7	0	0.0	0	15.5	9.2	707097
10-25-2018	25.0	0	0.2	0	19.5	6.4	753508
10-26-2018	23.7	0	0.0	0	18.3	9.6	903895
10-27-2018	20.5	0	0.0	0	19.6	11.3	611653
10-28-2018	22.8	0	0.0	0	15.9	9.3	524680
10-29-2018	25.6	0	0.0	0	17.0	9.1	691044
10-30-2018	25.8	0	0.0	0	25.2	8.3	707876
10-31-2018	16.7	0	0.0	0	19.5	13.0	689257
11-01-2018	14.2	0	0.0	0	34.3	12.8	741618
11-02-2018	13.4	0	0.6	0	31.6	16.3	775937
11-03-2018	19.9	0	0.2	0	20.9	12.6	616112
11-04-2018	19.7	0	0.0	0	20.9	9.2	536549
11-05-2018	15.8	0	3.0	0	28.6	14.5	755213
11-06-2018	7.8	0	0.0	1	21.4	16.3	386770
11-07-2018	18.2	0	0.8	0	17.2	11.1	684866
11-08-2018	22.7	0	3.8	0	17.0	7.7	749477
11-09-2018	14.8	0	0.0	0	20.0	8.0	790208
11-10-2018	27.3	0	4.0	0	20.3	9.0	663083
11-11-2018	29.1	0	0.0	0	19.6	9.3	563620
11-12-2018	17.5	0	0.0	0	30.2	10.9	717577
11-13-2018	18.4	0	0.0	0	30.5	16.9	725514
11-14-2018	7.2	0	7.2	0	17.3	14.8	732007
11-15-2018	23.8	0	0.0	0	18.1	13.7	813915
11-16-2018	29.8	0	0.0	0	19.0	8.3	936028
11-17-2018	29.9	0	0.0	0	18.1	9.6	723541
11-18-2018	30.1	0	0.0	0	26.6	9.8	634147
11-19-2018	27.5	0	0.0	0	30.9	15.4	650635
11-20-2018	5.5	0	0.0	0	27.6	22.5	612966
11-21-2018	24.2	0	25.6	0	23.2	12.3	693842
11-22-2018	20.3	0	7.0	0	16.4	9.7	693101
11-23-2018	3.5	0	7.2	0	14.5	11.0	715101
11-24-2018	15.8	0	8.2	0	16.9	11.1	632925
11-25-2018	20.5	0	0.8	0	18.8	12.7	572673
11-26-2018	25.5	0	0.2	0	18.6	11.9	717797
11-27-2018	23.3	0	0.0	0	20.0	14.4	716919
11-28-2018	18.0	0	0.0	0	20.8	14.4	725205
11-29-2018	21.1	0	1.0	0	18.7	13.9	778610
11-30-2018	28.0	0	0.0	0	20.8	14.7	906846
12-01-2018	30.8	0	0.0	0	31.7	10.3	747888
12-02-2018	18.9	0	12.2	0	19.5	12.2	556873
12-03-2018	13.4	0	0.0	0	23.6	13.3	719201
12-04-2018	28.2	0	0.0	0	20.5	13.4	777695
12-05-2018	31.1	0	0.0	0	25.2	13.4	841023
12-06-2018	31.3	0	0.0	0	35.5	14.5	767492
12-07-2018	27.1	0	0.0	0	38.0	25.1	737480
12-08-2018	11.0	0	0.0	0	30.3	22.7	656343
12-09-2018	11.8	0	0.0	0	20.1	16.0	550934
12-10-2018	28.5	0	0.0	0	20.6	15.8	792334
12-11-2018	31.6	0	0.0	0	23.6	13.0	831842
12-12-2018	29.4	0	0.0	0	33.6	16.0	815982
12-13-2018	6.0	0	21.2	0	21.1	16.9	696310
12-14-2018	13.7	0	15.0	0	22.7	16.4	828372
12-15-2018	17.5	0	47.0	0	24.8	17.2	687881
12-16-2018	16.3	0	4.5	0	23.5	15.8	536929
12-17-2018	23.2	0	2.0	0	21.8	15.6	749603
12-18-2018	21.1	0	0.0	0	20.8	16.7	772259
12-19-2018	16.6	0	0.0	0	26.9	16.8	794461
12-20-2018	14.8	0	0.0	0	21.2	16.9	808204
12-21-2018	9.6	0	1.0	0	20.9	15.4	743875
12-22-2018	27.8	0	11.0	0	19.1	14.1	671686
12-23-2018	32.3	0	0.0	0	26.9	11.5	678706
12-24-2018	32.3	0	0.0	0	34.2	14.3	604377
12-25-2018	32.2	0	0.0	1	23.9	15.8	425283
12-26-2018	32.3	0	0.0	1	23.8	13.3	699616
12-27-2018	29.3	0	0.0	0	37.4	16.2	537044
12-28-2018	19.1	0	0.0	0	36.4	21.9	592544
12-29-2018	5.7	0	1.6	0	23.9	21.0	579372
12-30-2018	9.9	0	1.6	0	22.7	18.2	525541
12-31-2018	31.3	0	0.2	0	23.5	17.3	742581
01-01-2019	31.7	0	0.0	1	26.2	15.5	551774
01-02-2019	26.3	0	0.0	0	22.2	18.4	614728
01-03-2019	27.6	0	0.0	0	29.5	15.9	608655
01-04-2019	27.4	0	0.0	0	42.6	18.0	474641
01-05-2019	12.9	0	0.8	0	21.2	17.4	545995
01-06-2019	30.9	0	1.8	0	22.1	14.6	486849
01-07-2019	30.2	0	0.0	0	23.1	17.1	626035
01-08-2019	28.9	0	0.0	0	24.1	16.7	635972
01-09-2019	28.4	0	0.6	0	20.5	16.1	723121
01-10-2019	25.8	0	0.0	0	21.4	13.5	704061
01-11-2019	31.5	0	0.0	0	30.4	12.9	754196
01-12-2019	28.6	0	0.0	0	24.7	17.7	586757
01-13-2019	31.3	0	0.0	0	30.5	14.4	503191
01-14-2019	31.1	0	0.0	0	32.3	18.7	618408
01-15-2019	22.3	0	0.0	0	30.4	19.4	638897
01-16-2019	17.5	0	0.0	0	26.7	19.8	676692
01-17-2019	6.0	0	0.0	0	32.5	20.7	702195
01-18-2019	2.6	0	0.0	0	28.7	22.3	784846
01-19-2019	30.2	0	3.2	0	23.5	16.5	670861
01-20-2019	29.2	0	0.0	0	22.9	15.2	542220
01-21-2019	28.2	0	0.0	0	25.1	18.4	663293
01-22-2019	29.3	0	0.0	0	26.8	19.0	686543
01-23-2019	27.4	0	0.0	0	23.9	18.7	728564
01-24-2019	30.0	0	0.0	0	40.8	17.3	608765
01-25-2019	25.3	0	0.0	0	42.8	21.1	574081
01-26-2019	27.7	0	0.0	0	26.1	19.9	611883
01-27-2019	21.1	0	0.0	0	27.8	18.4	466883
01-28-2019	29.4	0	0.0	1	34.5	15.5	365396
01-29-2019	27.7	0	0.0	0	36.8	17.5	585109
01-30-2019	19.9	0	0.0	0	38.1	18.0	563190
01-31-2019	27.8	0	6.2	0	21.5	17.2	600885
02-01-2019	28.8	0	0.0	0	24.2	12.6	708160
02-02-2019	27.5	0	0.0	0	34.4	15.0	502680
02-03-2019	26.1	0	0.0	0	38.2	19.1	373219
02-04-2019	9.3	0	0.0	0	22.7	20.0	607845
02-05-2019	14.6	0	0.0	0	26.9	17.7	660501
02-06-2019	22.8	0	0.0	0	34.7	18.5	608395
02-07-2019	25.1	0	11.2	0	28.3	20.7	670040
02-08-2019	21.1	0	0.0	0	23.1	18.1	741589
02-09-2019	13.6	0	4.9	0	19.7	14.6	567279
02-10-2019	23.5	0	1.0	0	23.3	13.0	561875
02-11-2019	18.6	0	0.0	0	27.5	14.4	626858
02-12-2019	12.4	0	0.0	0	21.5	18.4	593394
02-13-2019	23.7	0	3.2	0	19.2	11.8	714350
02-14-2019	24.2	0	0.0	0	23.2	12.3	754779
02-15-2019	23.1	0	0.0	0	22.8	14.8	827756
02-16-2019	24.2	0	0.0	0	23.2	16.1	632223
02-17-2019	20.0	0	0.0	0	29.0	15.0	556786
02-18-2019	16.9	0	0.0	0	23.6	18.0	689073
02-19-2019	21.4	0	0.0	0	20.2	13.7	715682
02-20-2019	20.8	0	0.0	0	23.2	13.5	749110
02-21-2019	16.2	0	0.0	0	20.4	14.0	751133
02-22-2019	23.9	0	0.0	0	21.2	15.5	865191
02-23-2019	24.0	0	0.0	0	25.8	16.4	682938
02-24-2019	24.6	0	0.0	0	32.9	13.8	593468
02-25-2019	24.4	0	0.0	0	34.2	18.0	712468
02-26-2019	21.0	0	0.0	0	22.3	17.9	769727
02-27-2019	24.0	0	0.0	0	25.7	12.9	805508
02-28-2019	23.4	0	0.0	0	36.8	16.3	774227
03-01-2019	22.3	0	0.0	0	38.1	22.6	784466
03-02-2019	23.4	0	0.0	0	36.3	22.3	550212
03-03-2019	14.4	0	0.0	0	36.0	25.1	457939
03-04-2019	21.8	0	0.0	0	24.6	19.0	779734
03-05-2019	15.5	0	0.0	0	24.3	18.0	812462
03-06-2019	19.5	0	2.0	0	17.2	13.2	805135
03-07-2019	21.2	0	1.4	0	22.1	9.7	857245
03-08-2019	10.2	0	0.0	0	26.8	11.3	908398
03-09-2019	20.0	0	0.0	0	24.7	13.9	760782
03-10-2019	10.1	0	0.0	0	23.7	14.3	706328
03-11-2019	18.6	0	0.4	1	21.8	15.9	659680
03-12-2019	10.8	0	0.0	0	19.2	15.8	772072
03-13-2019	15.1	0	0.4	0	18.6	11.9	824479
03-14-2019	20.6	0	0.0	0	20.8	12.1	846115
03-15-2019	18.7	0	0.0	0	22.2	11.7	949305
03-16-2019	20.1	0	0.0	0	25.6	12.2	726951
03-17-2019	19.2	0	0.0	0	25.6	14.2	582610
03-18-2019	18.9	0	0.0	0	28.2	16.5	785420
03-19-2019	12.7	0	0.0	0	23.4	16.9	761115
03-20-2019	11.1	0	0.0	0	23.4	19.3	771572
03-21-2019	12.5	0	0.0	0	24.3	18.2	816834
03-22-2019	15.3	0	0.0	0	28.6	18.7	895318
03-23-2019	13.6	0	5.0	0	31.3	19.9	697991
03-24-2019	16.9	0	1.2	0	29.3	16.5	597902
03-25-2019	13.6	0	0.0	0	19.0	14.8	693563
03-26-2019	15.9	0	0.0	0	20.3	12.3	758210
03-27-2019	17.8	0	0.0	0	21.7	11.1	794904
03-28-2019	17.8	0	0.0	0	27.9	11.6	848557
03-29-2019	4.9	0	0.0	0	28.5	14.6	838483
03-30-2019	11.4	0	2.2	0	15.6	9.1	608852
03-31-2019	8.0	0	2.0	0	18.5	9.4	528608
04-01-2019	6.6	0	0.2	0	17.1	13.0	733017
04-02-2019	16.6	0	0.0	0	25.9	7.4	820014
04-03-2019	10.9	0	0.0	0	24.7	9.4	799520
04-04-2019	13.9	0	0.0	0	21.9	13.3	828417
04-05-2019	15.3	0	0.0	0	28.5	14.4	914141
04-06-2019	12.4	0	0.0	0	20.1	16.5	766357
04-07-2019	15.9	0	0.0	0	26.5	9.5	711798
04-08-2019	9.0	0	0.0	0	23.1	12.5	800530
04-09-2019	13.9	0	2.2	0	16.3	11.1	821559
04-10-2019	4.8	0	1.8	0	15.8	10.7	857620
04-11-2019	14.4	0	0.0	0	17.3	11.3	875141
04-12-2019	15.3	0	0.0	0	24.9	6.7	980703
04-13-2019	10.0	0	0.0	0	20.7	10.5	751899
04-14-2019	14.4	0	0.0	0	22.5	11.8	647560
04-15-2019	10.9	0	0.0	0	27.4	12.9	817047
04-16-2019	14.4	0	0.0	0	30.3	17.1	836714
04-17-2019	12.8	0	0.0	0	30.0	22.1	814122
04-18-2019	12.8	0	0.4	0	17.7	13.2	901530
04-19-2019	14.0	0	0.0	1	22.1	8.6	689807
04-20-2019	13.9	0	0.0	1	30.2	10.2	802371
04-21-2019	7.5	0	0.0	1	27.0	14.8	662358
04-22-2019	6.0	0	1.0	1	17.6	13.7	531714
04-23-2019	8.0	0	0.0	0	18.5	11.1	726723
04-24-2019	8.2	0	0.0	0	23.2	14.6	798510
04-25-2019	10.6	0	0.0	1	21.5	10.2	653649
04-26-2019	6.9	0	0.0	0	15.8	11.9	711492
04-27-2019	8.5	0	4.0	0	16.2	8.7	629064
04-28-2019	5.2	0	2.0	0	17.4	12.4	466192
04-29-2019	8.4	0	1.275	0	18.1	11.5	702589
04-30-2019	11.7	0	1.459375	0	23.1	7.9	765962
05-01-2019	7.8	0	0.0	0	22.8	15.6	784033
05-02-2019	6.2	0	4.2	0	20.2	17.1	765930
05-03-2019	9.0	0	0.2	0	20.7	11.8	908436
05-04-2019	8.2	0	0.4	0	16.4	13.0	653393
05-05-2019	6.5	0	2.2	0	16.3	11.3	567776
05-06-2019	8.5	0	0.2	0	16.7	11.7	722955
05-07-2019	11.7	0	0.0	0	18.7	7.4	757758
05-08-2019	7.3	0	5.6	0	17.4	10.3	754208
05-09-2019	5.3	0	0.6	0	16.2	9.7	752630
05-10-2019	2.8	0	8.6	0	14.2	10.2	682392
05-11-2019	7.7	0	9.8	0	16.4	10.2	624718
05-12-2019	6.6	0	0.1	0	17.7	12.2	494330
05-13-2019	8.3	0	0.0	0	18.1	12.7	666884
05-14-2019	9.0	0	0.0	0	20.2	11.3	714440
05-15-2019	8.0	0	0.0	0	15.8	12.0	715327
05-16-2019	9.8	0	0.0	0	16.1	10.5	712607
05-17-2019	10.7	0	0.0	0	18.6	6.5	835289
05-18-2019	10.6	0	0.0	0	21.5	6.2	669255
05-19-2019	10.0	0	0.0	0	21.8	8.9	530895
05-20-2019	3.1	0	0.6	0	19.6	12.0	666502
05-21-2019	6.9	0	0.4	0	20.4	11.1	719499
05-22-2019	10.3	0	0.0	0	22.3	10.7	743855
05-23-2019	10.2	0	0.0	0	21.3	9.9	761547
05-24-2019	4.4	0	0.0	0	20.2	13.8	787885
05-25-2019	9.1	0	2.4	0	19.8	13.7	596920
05-26-2019	8.6	0	8.0	0	15.1	9.5	511598
05-27-2019	7.2	0	9.2	0	14.0	7.8	636803
05-28-2019	3.3	0	0.0	0	15.7	8.2	692927
05-29-2019	7.9	0	1.0	0	10.6	8.7	648699
05-30-2019	5.8	0	7.6	0	13.3	6.7	717259
05-31-2019	5.7	0	2.4	0	14.3	8.5	794170
06-01-2019	5.8	0	2.2	0	14.6	11.7	634415
06-02-2019	6.7	0	0.2	0	14.5	11.0	478463
06-03-2019	3.8	0	17.4	0	12.0	8.2	577484
06-04-2019	7.9	0	4.0	0	12.9	8.4	699422
06-05-2019	5.7	0	0.0	0	13.0	8.6	699449
06-06-2019	7.9	0	0.0	0	14.8	10.2	724353
06-07-2019	8.0	0	0.0	0	16.6	11.7	838457
06-08-2019	9.3	0	0.1	0	18.7	6.7	653638
06-09-2019	8.0	0	0.0	0	18.0	7.8	578906
06-10-2019	7.6	0	4.6	1	19.2	12.0	467719
06-11-2019	9.2	0	0.0	0	17.9	9.6	687995
06-12-2019	1.3	0	0.0	0	16.5	11.9	620081
06-13-2019	8.9	0	4.0	0	17.4	8.8	716824
06-14-2019	7.0	0	2.2	0	17.3	10.0	856939
06-15-2019	6.4	0	3.6	0	15.2	9.0	711919
06-16-2019	7.5	0	0.0	0	16.7	8.6	518919
06-17-2019	8.6	0	1.4	0	17.9	6.3	705515
06-18-2019	5.2	0	0.2	0	13.7	8.0	666366
06-19-2019	7.0	0	1.2	0	11.9	6.6	710708
06-20-2019	6.4	0	1.8	0	11.3	6.4	715860
06-21-2019	8.5	0	4.4	0	12.6	6.5	840373
06-22-2019	7.3	0	1.8	0	11.8	6.8	630400
06-23-2019	5.9	0	0.0	0	9.6	3.6	487369
06-24-2019	9.0	0	0.0	0	16.0	4.2	663138
06-25-2019	8.9	0	0.0	0	17.0	3.5	686634
06-26-2019	9.2	0	0.0	0	18.0	4.6	758899
06-27-2019	9.2	0	0.0	0	17.5	5.9	792935
06-28-2019	9.2	0	0.0	0	19.5	10.7	889613
06-29-2019	2.6	0	1.2	0	17.6	13.0	565418
06-30-2019	8.5	0	7.2	0	14.5	8.1	616011
07-01-2019	8.3	0	0.0	0	14.1	9.5	681065
07-02-2019	6.6	0	0.0	0	15.9	8.6	703669
07-03-2019	7.5	0	0.0	0	13.7	8.2	755056
07-04-2019	6.9	0	0.0	0	13.5	5.3	792842
07-05-2019	9.0	0	0.0	0	19.1	3.5	938219
07-06-2019	9.3	0	0.4	0	19.4	6.0	778021
07-07-2019	6.1	0	0.0	0	18.2	9.0	530542
07-08-2019	8.2	0	6.2	0	16.0	11.0	780253
07-09-2019	7.2	0	0.0	0	15.0	6.8	777528
07-10-2019	6.7	0	0.2	0	15.4	9.5	751076
07-11-2019	4.6	0	7.8	0	14.3	7.8	728401
07-12-2019	6.2	0	2.6	0	15.7	10.1	775136
07-13-2019	8.3	0	3.0	0	12.0	7.0	605764
07-14-2019	3.8	0	1.4	0	13.1	7.1	459148
07-15-2019	7.6	0	5.2	0	14.3	8.9	668542
07-16-2019	6.4	0	2.0	0	13.9	9.9	697076
07-17-2019	3.6	0	0.0	0	13.7	9.7	707474
07-18-2019	7.9	0	1.0	0	14.3	9.0	755984
07-19-2019	9.6	0	1.4	0	15.7	7.5	902692
07-20-2019	10.3	0	0.0	0	17.1	8.0	710178
07-21-2019	8.1	0	0.0	0	16.6	11.3	569077
07-22-2019	10.6	0	0.0	0	15.6	7.9	737444
07-23-2019	8.2	0	2.4	0	15.2	9.9	707541
07-24-2019	7.8	0	8.2	0	14.4	7.0	788301
07-25-2019	5.2	0	0.0	0	14.8	9.2	800217
07-26-2019	5.9	0	0.0	0	14.0	11.0	833216
07-27-2019	8.7	0	8.0	0	15.3	9.8	771097
07-28-2019	10.2	0	2.0	0	15.1	6.6	675054
07-29-2019	9.9	0	0.0	0	14.6	8.9	756779
07-30-2019	8.7	0	1.0	0	12.5	7.9	789533
07-31-2019	11.3	0	1.475	0	12.5	3.0	817760
08-01-2019	8.6	0	0.0	0	13.8	5.8	811276
08-02-2019	7.4	0	0.6	0	12.7	9.7	934717
08-03-2019	6.2	0	0.2	0	13.9	10.0	718078
08-04-2019	7.2	0	1.2	0	13.1	9.2	601593
08-05-2019	10.7	0	0.2	0	15.8	10.0	786616
08-06-2019	4.5	0	0.0	0	13.5	9.1	763354
08-07-2019	7.5	0	0.6	0	14.1	9.3	795837
08-08-2019	9.6	0	12.6	0	13.9	6.7	777973
08-09-2019	7.3	0	2.2	0	10.1	7.8	755990
08-10-2019	6.6	0	4.8	0	12.5	5.2	597888
08-11-2019	11.4	0	6.8	0	12.9	4.8	513596
08-12-2019	9.9	0	14.4	0	12.0	6.3	712837
08-13-2019	7.0	0	0.0	0	13.1	8.8	744991
08-14-2019	6.7	0	0.4	0	13.8	9.1	810382
08-15-2019	10.5	0	0.0	0	16.2	7.3	814376
08-16-2019	6.3	0	0.4	0	16.9	10.6	859268
08-17-2019	13.4	0	4.0	0	16.5	7.0	803517
08-18-2019	9.3	0	0.1	0	19.4	8.8	568923
08-19-2019	12.8	0	4.4	0	12.3	5.8	723336
08-20-2019	7.2	0	0.4	0	17.0	7.6	757905
08-21-2019	11.5	0	0.2	0	16.6	11.5	794772
08-22-2019	11.3	0	1.6	0	13.0	9.6	954658
08-23-2019	14.5	0	0.0	0	15.1	3.8	1149216
08-24-2019	13.0	0	0.6	0	18.0	7.9	941789
08-25-2019	13.9	0	1.2	0	12.9	6.5	633063
08-26-2019	14.7	0	0.0	0	14.4	5.3	757644
08-27-2019	12.9	0	0.0	0	15.3	4.2	758238
08-28-2019	5.0	0	0.0	0	13.4	8.3	673163
08-29-2019	13.2	0	7.4	0	13.0	6.1	770434
08-30-2019	15.6	0	0.0	0	15.3	2.3	914914
