Date	Daily global solar exposure (MJ/m*m)	Covid Restrictions	Rainfall amount (millimetres)	Public_Holiday	Maximum temperature (Degree C)	Minimum temperature (Degree C)	Total_Pedestrian_Count_per_day
08-31-2019	15.8	0	0.0	0	18.2	5.0	696180
09-01-2019	9.4	0	0.0	0	19.6	11.1	509416
09-02-2019	13.8	0	2.4	0	17.6	10.2	733078
09-03-2019	16.4	0	1.0	0	19.6	9.2	796292
09-04-2019	15.1	0	0.0	0	18.7	8.2	780565
09-05-2019	14.8	0	3.2	0	21.2	8.7	805749
09-06-2019	10.4	0	3.0	0	16.0	11.3	891940
09-07-2019	11.3	0	2.2	0	12.9	8.8	613002
09-08-2019	9.5	0	4.0	0	15.1	8.2	465220
09-09-2019	14.4	0	5.8	0	12.8	6.8	686046
09-10-2019	16.1	0	2.2	0	14.8	7.7	740234
09-11-2019	17.8	0	0.0	0	20.8	5.0	776748
09-12-2019	11.8	0	0.0	0	20.8	11.1	781524
09-13-2019	14.0	0	0.0	0	18.6	7.7	911881
09-14-2019	18.3	0	0.2	0	20.0	9.3	707891
09-15-2019	8.4	0	2.0	0	21.8	12.4	477097
09-16-2019	17.7	0	16.8	0	12.8	9.7	716250
09-17-2019	19.0	0	0.0	0	14.8	3.6	719355
09-18-2019	19.2	0	0.0	0	18.9	4.3	755497
09-19-2019	19.4	0	0.0	0	24.0	8.2	774466
09-20-2019	14.4	0	0.0	0	26.2	15.7	952824
09-21-2019	10.5	0	0.2	0	19.4	14.5	566683
09-22-2019	13.6	0	4.4	0	15.5	7.9	514555
09-23-2019	13.9	0	2.8	0	15.2	8.9	675055
09-24-2019	13.3	0	1.2	0	15.1	8.3	730663
09-25-2019	13.1	0	0.0	0	16.6	8.7	775666
09-26-2019	19.6	0	0.0	0	20.3	8.3	924169
09-27-2019	7.4	0	0.0	1	18.8	12.3	564241
09-28-2019	17.7	0	0.0	0	14.9	7.2	586258
09-29-2019	19.0	0	0.0	0	15.8	9.1	508293
09-30-2019	14.4	0	0.0	0	14.1	10.1	667134
10-01-2019	21.7	0	0.0	0	20.5	4.2	820375
10-02-2019	18.5	0	0.0	0	26.5	9.3	850179
10-03-2019	22.0	0	0.0	0	29.7	15.1	885373
10-04-2019	11.0	0	0.0	0	15.2	12.5	838920
10-05-2019	17.4	0	2.1	0	24.3	7.6	775279
10-06-2019	17.4	0	0.0	0	24.8	12.9	659508
10-07-2019	15.1	0	0.0	0	16.4	11.6	813739
10-08-2019	17.0	0	3.2	0	14.2	9.5	762589
10-09-2019	19.3	0	6.2	0	15.0	8.5	811329
10-10-2019	12.6	0	0.6	0	14.7	10.2	837773
10-11-2019	17.5	0	0.0	0	18.9	9.5	1015001
10-12-2019	20.1	0	0.0	0	20.4	8.2	891714
10-13-2019	19.6	0	0.0	0	23.1	9.4	748319
10-14-2019	20.2	0	0.6	0	26.7	13.6	793265
10-15-2019	20.6	0	0.0	0	18.0	13.0	828278
10-16-2019	11.4	0	0.0	0	20.4	13.3	788110
10-17-2019	9.6	0	4.4	0	15.2	9.5	781214
10-18-2019	23.2	0	0.0	0	22.1	7.3	952819
10-19-2019	15.8	0	1.6	0	15.3	9.4	690292
10-20-2019	14.7	0	0.7	0	16.4	10.0	589576
10-21-2019	19.6	0	0.0	0	17.0	11.5	794146
10-22-2019	23.7	0	0.0	0	19.6	11.9	853214
10-23-2019	26.0	0	0.0	0	27.9	8.2	890755
10-24-2019	26.1	0	0.0	0	33.8	13.0	849250
10-25-2019	10.0	0	0.6	0	21.6	16.8	857501
10-26-2019	17.2	0	4.1	0	15.5	9.6	613391
10-27-2019	10.1	0	2.4	0	17.0	10.3	542059
10-28-2019	26.3	0	1.2	0	21.6	8.7	767990
10-29-2019	27.0	0	0.0	0	30.5	9.7	811981
10-30-2019	27.2	0	0.0	0	25.1	13.8	832623
10-31-2019	25.5	0	0.0	0	33.7	14.2	791985
11-01-2019	22.8	0	0.0	0	34.3	20.0	825948
11-02-2019	2.2	0	10.0	0	18.9	15.8	524477
11-03-2019	7.8	0	10.2	0	20.7	12.8	510692
11-04-2019	11.2	0	1.2	0	16.2	9.5	688207
11-05-2019	27.4	0	11.2	1	19.6	7.7	526734
11-06-2019	19.9	0	0.0	0	24.1	10.5	753064
11-07-2019	8.3	0	0.0	0	17.7	11.5	726160
11-08-2019	16.1	0	6.8	0	15.0	10.3	795093
11-09-2019	9.8	0	7.6	0	14.2	7.6	649751
11-10-2019	13.5	0	0.4	0	18.1	10.8	575873
11-11-2019	27.4	0	0.0	0	29.6	10.0	821511
11-12-2019	12.7	0	0.0	0	17.4	11.5	761853
11-13-2019	12.0	0	1.4	0	17.3	9.1	813262
11-14-2019	19.7	0	1.0	0	22.4	12.1	910529
11-15-2019	12.4	0	0.0	0	18.5	13.0	1006649
11-16-2019	23.9	0	0.0	0	17.2	9.2	784745
11-17-2019	24.1	0	0.0	0	16.2	10.8	666196
11-18-2019	29.9	0	0.0	0	26.9	8.5	844785
11-19-2019	27.9	0	0.0	0	18.6	11.4	875345
11-20-2019	30.1	0	0.0	0	34.7	9.4	923790
11-21-2019	18.8	0	0.0	0	40.9	14.0	826092
11-22-2019	28.3	0	0.0	0	20.0	13.6	982851
11-23-2019	24.6	0	0.0	0	23.8	10.1	802003
11-24-2019	30.6	0	0.0	0	23.7	11.9	704113
11-25-2019	18.0	0	0.0	0	27.4	11.4	806101
11-26-2019	22.2	0	1.8	0	16.4	11.4	777190
11-27-2019	31.0	0	0.0	0	24.8	8.6	885819
11-28-2019	30.7	0	0.0	0	21.1	11.4	941384
11-29-2019	21.9	0	0.0	0	19.7	11.9	997949
11-30-2019	26.7	0	9.2	0	18.4	10.3	779345
12-01-2019	9.8	0	0.0	0	16.8	12.2	546495
12-02-2019	18.2	0	3.6	0	15.5	9.8	749690
12-03-2019	19.2	0	0.0	0	22.2	11.0	808277
12-04-2019	20.3	0	0.0	0	23.0	12.1	855511
12-05-2019	20.4	0	0.0	0	23.9	12.3	919269
12-06-2019	18.2	0	0.0	0	20.8	13.3	974729
12-07-2019	30.3	0	0.0	0	21.0	11.2	852666
12-08-2019	30.8	0	0.0	0	27.6	13.8	720321
12-09-2019	28.6	0	0.0	0	38.0	16.3	790868
12-10-2019	22.2	0	0.0	0	17.2	14.3	855754
12-11-2019	21.8	0	0.0	0	18.1	13.4	881085
12-12-2019	22.7	0	0.0	0	18.4	13.4	912221
12-13-2019	24.8	0	0.0	0	20.9	11.4	987362
12-14-2019	10.4	0	0.2	0	20.1	14.1	813339
12-15-2019	16.4	0	0.0	0	21.7	15.1	714535
12-16-2019	21.7	0	0.0	0	22.6	13.0	872395
12-17-2019	29.5	0	0.6	0	26.3	12.6	899134
12-18-2019	29.3	0	0.0	0	40.1	15.9	866384
12-19-2019	29.3	0	0.0	0	23.3	17.2	949898
12-20-2019	31.4	0	0.0	0	43.5	13.7	743775
12-21-2019	28.3	0	0.0	0	20.2	16.9	747902
12-22-2019	31.5	0	0.0	0	19.6	13.1	743645
12-23-2019	29.2	0	0.0	0	20.0	12.1	879107
12-24-2019	31.4	0	0.0	0	24.5	14.1	812729
12-25-2019	32.0	0	0.0	1	27.9	14.0	526177
12-26-2019	26.2	0	0.0	1	20.5	16.5	856341
12-27-2019	31.6	0	0.0	0	23.9	13.6	796947
12-28-2019	20.6	0	0.0	0	28.4	16.7	707433
12-29-2019	31.9	0	0.0	0	33.2	16.8	661813
12-30-2019	18.8	0	0.0	0	40.8	19.7	534883
12-31-2019	29.3	0	0.0	0	21.2	15.3	950487
01-01-2020	31.6	0	0.0	1	24.9	11.8	710047
01-02-2020	31.6	0	0.0	0	25.0	12.8	761505
01-03-2020	30.7	0	0.0	0	36.6	13.7	706476
01-04-2020	22.8	0	0.0	0	26.8	18.6	638730
01-05-2020	5.1	0	6.0	0	16.7	12.7	509848
01-06-2020	2.7	0	7.4	0	18.0	11.9	674972
01-07-2020	7.7	0	1.4	0	20.1	12.6	757060
01-08-2020	26.9	0	0.0	0	23.8	16.8	848374
01-09-2020	29.8	0	0.0	0	31.9	17.9	795312
01-10-2020	10.1	0	0.0	0	32.9	20.1	765037
01-11-2020	18.2	0	18.0	0	19.3	13.5	678899
01-12-2020	21.9	0	0.0	0	19.9	14.2	594960
01-13-2020	28.1	0	0.0	0	32.2	12.7	776131
01-14-2020	27.4	0	0.0	0	33.8	16.7	732120
01-15-2020	20.8	0	0.0	0	36.8	19.5	678680
01-16-2020	18.6	0	21.8	0	19.6	15.7	826978
01-17-2020	24.4	0	0.0	0	24.8	14.4	925091
01-18-2020	27.2	0	0.0	0	29.4	13.9	748440
01-19-2020	23.9	0	0.0	0	25.5	17.5	641021
01-20-2020	8.8	0	1.0	0	21.8	19.1	705198
01-21-2020	28.4	0	47.6	0	23.5	14.8	930068
01-22-2020	12.4	0	0.0	0	31.7	14.1	863529
01-23-2020	13.4	0	24.8	0	22.6	12.9	863262
01-24-2020	20.6	0	1.4	0	24.1	11.7	995450
01-25-2020	30.0	0	0.0	0	27.4	13.0	804121
01-26-2020	24.0	0	0.0	0	23.6	15.8	742737
01-27-2020	26.1	0	0.0	1	23.1	12.8	543482
01-28-2020	26.5	0	0.0	0	25.4	13.6	789363
01-29-2020	29.5	0	0.0	0	31.5	15.2	769773
01-30-2020	29.3	0	0.0	0	39.4	16.4	742172
01-31-2020	18.3	0	0.0	0	42.9	21.5	670285
02-01-2020	1.8	0	1.0	0	29.3	23.5	486862
02-02-2020	21.0	0	16.2	0	25.1	14.2	569239
02-03-2020	22.7	0	0.2	0	17.7	13.2	722177
02-04-2020	28.6	0	0.0	0	19.7	11.3	749447
02-05-2020	27.1	0	0.0	0	20.1	10.8	780769
02-06-2020	25.0	0	0.0	0	25.5	13.7	779050
02-07-2020	18.4	0	0.0	0	23.2	16.5	820281
02-08-2020	27.5	0	0.0	0	29.4	17.4	650093
02-09-2020	19.9	0	0.0	0	28.2	19.6	525946
02-10-2020	15.0	0	1.0	0	27.7	18.5	728118
02-11-2020	19.1	0	0.0	0	25.9	19.5	775734
02-12-2020	17.3	0	0.0	0	27.7	19.1	809328
02-13-2020	26.7	0	0.0	0	31.7	19.4	819376
02-14-2020	10.6	0	0.0	0	33.7	20.3	848409
02-15-2020	2.4	0	6.2	0	19.3	18.9	594842
02-16-2020	23.8	0	2.6	0	26.4	16.9	582700
02-17-2020	26.4	0	0.0	0	25.6	15.2	837995
02-18-2020	7.3	0	0.2	0	21.8	17.6	717675
02-19-2020	12.9	0	38.4	0	19.7	13.3	795921
02-20-2020	15.2	0	0.0	0	18.7	14.2	906567
02-21-2020	17.1	0	0.0	0	19.6	13.5	910750
02-22-2020	25.4	0	0.2	0	21.1	11.4	746653
02-23-2020	21.6	0	0.0	0	34.0	13.3	596945
02-24-2020	5.4	0	4.8	0	23.7	16.8	753323
02-25-2020	10.6	0	5.0	0	31.6	18.4	799583
02-26-2020	19.3	0	0.0	0	19.2	16.2	885189
02-27-2020	11.1	0	0.0	0	19.7	11.0	858469
02-28-2020	17.6	0	0.0	0	20.1	13.1	1008015
02-29-2020	22.8	0	3.6	0	22.4	14.7	793912
03-01-2020	20.8	0	3.6	0	32.1	13.2	604775
03-02-2020	21.1	0	3.6	0	18.4	14.2	836533
03-03-2020	15.9	0	0.0	0	19.5	14.7	870774
03-04-2020	7.1	0	0.0	0	23.5	13.6	859593
03-05-2020	4.3	0	57.2	0	20.3	15.4	760767
03-06-2020	12.7	0	8.2	0	19.0	15.9	957335
03-07-2020	17.1	0	0.8	0	20.0	15.4	804682
03-08-2020	19.5	0	0.0	0	22.4	13.9	815622
03-09-2020	19.7	0	0.0	1	21.0	12.3	696327
03-10-2020	21.9	0	0.0	0	22.3	10.3	830344
03-11-2020	15.7	0	0.0	0	29.5	12.6	859953
03-12-2020	19.5	0	0.0	0	29.5	16.6	868573
03-13-2020	7.3	0	0.0	0	26.8	19.1	839718
03-14-2020	12.3	0	1.0	0	17.9	13.1	626220
03-15-2020	10.2	0	0.0	0	18.8	12.7	483823
03-16-2020	20.6	1	0.0	0	26.5	9.3	687934
03-17-2020	19.9	1	0.0	0	28.2	11.6	605226
03-18-2020	9.1	1	0.0	0	28.3	17.7	508208
03-19-2020	8.2	1	0.0	0	30.4	18.7	455613
03-20-2020	12.6	1	0.0	0	22.7	16.1	443190
03-21-2020	10.8	1	0.4	0	18.4	14.6	300313
03-22-2020	15.2	1	0.2	0	18.3	12.1	225833
03-23-2020	9.9	1	0.4	0	17.1	12.7	301095
03-24-2020	15.8	1	0.0	0	17.9	8.5	222804
03-25-2020	7.6	1	0.0	0	17.5	10.8	187953
03-26-2020	15.5	1	0.0	0	19.8	13.7	187395
03-27-2020	17.8	1	0.0	0	27.6	13.6	185253
03-28-2020	16.9	1	6.4	0	27.5	14.8	145835
03-29-2020	9.5	1	6.4	0	26.4	16.5	106605
03-30-2020	13.3	1	6.4	0	21.7	15.9	151531
03-31-2020	16.9	1	7.525	0	21.4	12.2	146546
04-01-2020	15.2	1	0.0	0	23.1	11.0	140370
04-02-2020	4.2	1	24.6	0	20.7	12.4	109338
04-03-2020	12.0	1	16.4	0	23.2	13.7	144579
04-04-2020	6.1	1	36.0	0	16.6	12.8	88016
04-05-2020	4.5	1	0.0	0	16.9	9.5	78956
04-06-2020	11.5	1	6.4	0	16.5	10.7	131227
04-07-2020	9.5	1	1.4	0	16.4	11.9	131812
04-08-2020	10.7	1	1.2	0	18.6	11.7	134045
04-09-2020	15.8	1	0.0	0	21.2	8.9	160315
04-10-2020	9.5	1	0.4	1	22.0	12.7	95903
04-10-2020	9.5	1	0.4	1	22.0	12.7	95903
04-11-2020	11.3	1	3.0	1	15.7	13.0	104551
04-12-2020	7.7	1	3.0	1	15.3	11.0	92175
04-13-2020	14.3	1	0.0	1	18.3	12.2	110739
04-14-2020	11.1	1	0.8	0	23.4	12.1	137733
04-15-2020	11.8	1	0.0	0	23.5	15.6	140878
04-16-2020	11.3	1	0.4	0	21.5	15.4	141992
04-17-2020	10.1	1	0.0	0	18.4	11.4	147498
04-18-2020	7.9	1	0.0	0	16.4	12.9	134233
04-19-2020	11.3	1	0.0	0	19.4	11.2	132400
04-20-2020	8.1	1	3.8	0	20.8	12.0	137402
04-21-2020	9.8	1	0.0	0	19.6	8.5	153021
04-22-2020	8.8	1	0.0	0	18.2	12.8	148798
04-23-2020	9.7	1	0.0	0	19.7	9.6	148066
04-24-2020	12.7	1	0.8	0	22.3	15.1	172623
04-25-2020	10.4	1	0.0	1	21.7	10.5	148266
04-26-2020	6.6	1	18.0	0	17.7	15.4	129543
04-27-2020	12.5	1	0.6	0	18.1	8.1	156664
04-28-2020	10.4	1	0.0	0	18.9	7.1	157524
04-29-2020	3.6	1	4.4	0	19.8	11.2	113181
04-30-2020	5.4	1	24.4	0	15.5	8.9	143780
05-01-2020	5.1	1	7.0	0	13.0	7.6	141674
05-02-2020	6.2	1	2.6	0	14.2	8.3	145380
05-03-2020	8.3	1	2.0	0	15.0	9.8	147257
05-04-2020	7.0	1	0.4	0	14.8	9.4	159790
05-05-2020	11.6	1	0.0	0	19.5	8.0	186163
05-06-2020	9.7	1	0.0	0	20.1	10.2	172842
05-07-2020	6.2	1	0.0	0	21.1	15.1	176481
05-08-2020	10.7	1	0.0	0	19.6	12.6	202277
05-09-2020	5.4	1	7.6	0	14.0	12.6	141747
05-10-2020	9.0	1	1.0	0	14.5	7.2	155927
05-11-2020	7.5	1	0.0	0	17.1	7.8	173860
05-12-2020	8.5	1	0.0	0	14.8	10.3	188782
05-13-2020	8.9	1	2.8	0	14.5	10.4	189478
05-14-2020	9.8	1	3.0	0	14.7	6.6	204745
05-15-2020	10.8	1	0.0	0	15.3	4.5	220671
05-16-2020	10.7	1	0.0	0	18.0	4.5	243777
05-17-2020	10.6	1	0.0	0	18.5	5.1	209891
05-18-2020	10.5	1	0.0	0	19.4	5.5	212654
05-19-2020	4.9	1	0.0	0	17.7	8.1	206803
05-20-2020	7.8	1	16.8	0	15.8	10.3	212677
05-21-2020	6.6	1	15.2	0	13.7	9.4	180951
05-22-2020	7.8	1	12.6	0	13.6	9.1	237926
05-23-2020	5.8	1	7.0	0	13.5	9.4	191495
05-24-2020	7.9	1	4.2	0	13.8	10.9	220919
05-25-2020	10.0	1	0.0	0	16.0	5.5	235486
05-26-2020	9.4	1	0.0	0	18.5	5.4	240028
05-27-2020	7.8	1	0.0	0	17.1	5.9	236249
05-28-2020	6.7	1	0.0	0	17.6	12.1	243175
05-29-2020	9.6	1	0.0	0	17.1	7.2	269224
05-30-2020	9.3	1	0.0	0	17.1	8.1	280741
05-31-2020	8.0	1	0.6	0	17.8	12.4	228556
06-01-2020	2.6	1	5.2	0	11.2	9.3	182143
06-02-2020	4.9	1	11.2	0	15.6	8.4	262218
06-03-2020	7.3	1	0.6	0	14.1	10.5	263772
06-04-2020	9.3	1	0.0	0	13.8	9.3	283864
06-05-2020	9.4	1	0.0	0	14.6	4.1	316827
06-06-2020	6.6	1	0.0	0	13.3	6.0	359986
06-07-2020	6.3	1	0.4	0	11.8	7.9	264443
06-08-2020	8.8	1	0.0	1	12.6	4.5	249712
06-09-2020	9.3	1	0.0	0	15.3	2.0	265769
06-10-2020	8.8	1	0.0	0	16.7	3.9	275125
06-11-2020	9.1	1	0.0	0	16.9	4.5	278315
06-12-2020	9.2	1	0.0	0	15.3	4.2	318808
06-13-2020	3.4	1	0.0	0	16.4	5.7	319338
06-14-2020	8.0	1	5.8	0	15.2	10.4	273561
06-15-2020	8.0	1	0.4	0	18.4	11.6	274560
06-16-2020	6.7	1	0.0	0	17.9	13.0	269431
06-17-2020	8.5	1	0.6	0	14.6	10.2	291197
06-18-2020	9.1	1	0.0	0	16.9	4.6	309546
06-19-2020	8.6	1	0.0	0	17.8	6.4	352116
06-20-2020	8.5	1	2.0	0	16.9	12.8	369257
06-21-2020	4.9	1	0.2	0	12.0	6.9	242993
06-22-2020	5.5	1	0.0	0	13.0	8.1	239458
06-23-2020	8.4	1	2.8	0	14.4	9.0	287369
06-24-2020	8.0	1	0.4	0	14.9	10.1	287822
06-25-2020	5.0	1	0.0	0	15.9	10.2	276787
06-26-2020	8.8	1	1.2	0	13.8	7.9	320547
06-27-2020	7.9	1	0.0	0	13.1	6.2	324347
06-28-2020	9.3	1	0.0	0	12.5	1.7	270759
06-29-2020	9.3	1	0.0	0	15.4	2.2	275117
06-30-2020	7.7	1	0.0	0	15.2	3.0	268592
07-01-2020	9.1	1	0.0	0	17.4	9.8	286445
07-02-2020	7.3	1	1.2	0	15.1	10.2	275972
07-03-2020	4.1	1	0.2	0	10.3	7.7	229911
07-04-2020	5.7	1	8.8	0	14.5	6.5	244462
07-05-2020	6.5	1	5.2	0	12.5	8.9	206853
07-06-2020	5.8	1	1.2	0	13.1	8.1	223914
07-07-2020	4.8	1	1.6	0	11.8	8.9	235809
07-08-2020	9.4	1	0.2	0	15.7	4.9	286385
07-09-2020	8.5	1	0.0	0	17.2	5.7	168416
07-10-2020	7.9	1	0.0	0	16.9	6.4	179151
07-11-2020	3.3	1	0.4	0	11.4	7.3	104606
07-12-2020	8.3	1	6.0	0	14.2	9.0	125107
07-13-2020	7.4	1	2.4	0	15.1	8.7	165339
07-14-2020	7.6	1	0.0	0	14.2	7.7	171574
07-15-2020	9.4	1	0.0	0	14.7	6.2	171848
07-16-2020	8.7	1	0.0	0	11.5	4.2	166468
07-17-2020	7.4	1	0.0	0	12.8	3.1	165596
07-18-2020	8.3	1	0.6	0	12.5	4.0	134137
07-19-2020	7.6	1	0.0	0	15.3	8.2	118789
07-20-2020	8.2	1	1.0	0	13.8	7.6	140749
07-21-2020	8.1	1	0.8	0	12.9	7.2	153368
07-22-2020	8.4	1	0.0	0	13.3	8.1	146985
07-23-2020	7.5	1	2.4	0	12.0	8.1	141065
07-24-2020	10.5	1	0.0	0	13.5	6.1	153554
07-25-2020	9.6	1	0.0	0	12.2	4.3	137900
07-26-2020	7.2	1	0.0	0	12.8	5.0	117338
07-27-2020	7.3	1	0.0	0	13.5	7.4	131252
07-28-2020	8.0	1	0.4	0	15.6	9.6	148614
07-29-2020	9.0	1	0.0	0	16.3	8.6	152917
07-30-2020	11.3	1	0.0	0	14.2	8.0	153188
07-31-2020	11.3	1	0.0	0	17.1	3.4	157252
08-01-2020	11.1	1	0.0	0	16.4	5.7	143025
08-02-2020	11.7	1	0.0	0	18.2	9.0	135447
08-03-2020	10.2	1	0.0	0	16.0	7.5	108170
08-04-2020	10.0	1	1.2	0	10.5	5.1	105627
08-05-2020	9.6	1	0.0	0	11.3	4.7	111230
08-06-2020	10.8	1	6.6	0	12.8	5.5	91172
08-07-2020	5.8	1	0.0	0	12.7	3.3	84298
08-08-2020	7.2	1	8.8	0	14.9	4.7	80846
08-09-2020	10.2	1	0.4	0	15.8	8.9	88894
08-10-2020	12.7	1	0.0	0	14.8	5.7	96887
08-11-2020	10.3	1	0.0	0	15.8	4.3	95180
08-12-2020	10.0	1	1.0	0	15.9	9.4	92116
08-13-2020	11.0	1	1.4	0	18.1	11.4	100450
08-14-2020	7.0	1	0.8	0	18.1	10.7	90715
08-15-2020	13.0	1	3.8	0	14.9	7.4	112778
08-16-2020	9.9	1	0.4	0	15.0	10.7	92176
08-17-2020	10.4	1	0.0	0	16.3	9.5	100378
08-18-2020	11.2	1	0.4	0	17.2	10.0	105484
08-19-2020	7.9	1	0.0	0	12.7	9.7	88247
08-20-2020	9.6	1	5.8	0	15.7	9.6	104583
08-21-2020	12.2	1	1.0	0	14.1	8.5	107036
08-22-2020	3.8	1	6.4	0	11.1	5.8	61691
08-23-2020	8.6	1	23.6	0	11.5	6.8	82080
08-24-2020	12.8	1	5.6	0	12.4	6.3	102968
08-25-2020	11.2	1	0.2	0	13.0	3.6	108032
08-26-2020	12.8	1	0.0	0	14.5	6.1	110685
08-27-2020	13.1	1	0.0	0	20.7	8.8	106522
08-28-2020	15.1	1	1.4	0	17.6	8.5	125521
08-29-2020	15.6	1	0.0	0	19.3	9.2	131795
08-30-2020	9.0	1	0.0	0	19.8	12.0	91171
08-31-2020	13.5	1	0.0	0	12.5	6.9	102497
09-01-2020	15.9	1	0.0	0	15.7	6.6	121502
09-02-2020	12.1	1	0.0	0	22.0	8.6	112719
09-03-2020	13.5	1	0.0	0	19.9	12.9	117236
09-04-2020	12.7	1	0.0	0	17.3	9.0	126235
09-05-2020	15.0	1	1.0	0	16.6	9.7	127637
09-06-2020	16.9	1	0.0	0	19.2	6.9	124957
09-07-2020	17.1	1	0.0	0	22.9	8.8	121116
09-08-2020	4.8	1	0.0	0	19.9	16.6	104201
09-09-2020	14.8	1	0.0	0	15.6	8.1	121839
09-10-2020	17.5	1	0.0	0	21.4	5.4	134671
09-11-2020	13.4	1	0.0	0	19.4	10.4	128364
09-12-2020	4.0	1	4.2	0	16.0	13.3	84930
09-13-2020	16.5	1	13.2	0	17.2	11.9	138705
09-14-2020	18.1	1	0.0	0	16.6	11.1	125292
09-15-2020	18.3	1	0.0	0	15.8	7.4	137219
09-16-2020	17.4	1	0.0	0	22.8	7.1	135269
09-17-2020	9.4	1	0.0	0	15.5	11.8	120741
09-18-2020	13.6	1	1.0	0	18.7	8.4	134425
09-19-2020	17.1	1	0.0	0	26.3	11.3	147970
09-20-2020	16.7	1	0.0	0	22.0	17.1	129662
09-21-2020	13.0	1	0.2	0	19.8	16.6	131873
09-22-2020	16.8	1	0.0	0	18.9	12.3	125706
09-23-2020	12.3	1	0.0	0	15.1	10.6	121981
09-24-2020	13.9	1	1.8	0	15.0	8.2	132400
09-25-2020	7.2	1	3.6	0	11.9	7.2	106901
09-26-2020	15.0	1	0.0	0	13.4	6.2	120614
09-27-2020	20.9	1	0.0	0	13.4	8.8	138352
09-28-2020	18.3	1	0.8	0	13.6	6.5	141592
09-29-2020	18.4	1	0.0	0	21.0	4.3	148067
09-30-2020	13.0	1	1.0	0	19.4	10.7	127180
10-01-2020	21.2	1	4.6	0	19.5	9.4	161096
10-02-2020	22.0	1	0.0	0	26.0	12.8	164619
10-03-2020	19.8	1	0.0	0	29.4	17.4	141391
10-04-2020	8.4	1	0.0	0	29.5	13.5	112983
10-05-2020	7.3	1	12.2	0	12.7	9.1	111473
10-06-2020	5.8	1	1.8	0	12.6	8.9	112459
10-07-2020	8.6	1	3.4	0	17.2	10.1	115245
10-08-2020	9.7	1	5.8	0	16.9	11.4	125631
10-09-2020	12.1	1	1.6	0	16.7	11.7	144006
10-10-2020	17.7	1	0.0	0	19.4	10.8	154509
10-11-2020	20.7	1	0.0	0	16.0	11.5	140357
10-12-2020	20.0	1	0.0	0	25.5	6.3	146003
10-13-2020	13.6	1	0.4	0	16.6	10.6	134898
10-14-2020	21.8	1	0.0	0	22.7	11.9	154291
10-15-2020	5.1	1	0.0	0	24.8	13.8	124895
10-16-2020	18.2	1	1.6	0	18.2	9.4	141843
10-17-2020	17.8	1	9.0	0	19.2	11.9	132910
10-18-2020	19.2	1	0.6	0	15.2	11.3	129324
10-19-2020	17.6	1	0.0	0	15.5	8.2	168411
10-20-2020	23.4	1	0.0	0	16.6	7.3	184648
10-21-2020	20.5	1	0.0	0	18.1	10.4	179286
10-22-2020	25.2	1	0.0	0	18.0	9.2	197031
10-23-2020	11.0	1	0.0	1	19.7	12.9	182863
10-24-2020	11.3	1	36.2	0	14.9	11.8	143054
10-25-2020	17.2	1	3.4	0	14.6	8.3	164891
10-26-2020	26.5	1	0.2	0	17.9	9.2	171577
10-27-2020	20.1	1	0.0	0	19.6	11.1	177267
10-28-2020	26.7	1	0.0	0	20.9	9.5	311278
10-29-2020	17.1	1	0.0	0	24.3	11.2	263334
10-30-2020	21.0	1	0.0	0	18.6	12.9	313225
10-31-2020	10.0	1	0.0	0	16.8	14.2	370181
