Geo Point,Geo Shape,prop_id,addresspt1,addressp_1,asset_clas,asset_type,objectid,str_id,addresspt_,model_desc,mcc_id,roadseg_id,descriptio,model_no
"-37.800676522454324, 144.94582553723103","{""coordinates"": [144.94582553723103, -37.800676522454324], ""type"": ""Point""}",0,23.36010884,320,Signage,Sign - Public Transport,36745,1251360,100115,Sign - Public Transport 1 Panel,1251360,22681,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.809284824359445, 144.9519620478619","{""coordinates"": [144.9519620478619, -37.809284824359445], ""type"": ""Point""}",0,7.60575447,69,Signage,Sign - Public Transport,36984,1253512,546268,Sign - Public Transport 1 Panel,1253512,21413,Sign - Public Transport 1 Panel Bus Stop Type 11,P.16
"-37.81157690963881, 144.9563833753157","{""coordinates"": [144.9563833753157, -37.81157690963881], ""type"": ""Point""}",0,16.46017017,70,Signage,Sign - Public Transport,37251,1252698,644826,Sign - Public Transport 1 Panel,1252698,21519,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.79520927466022, 144.92595354542772","{""coordinates"": [144.92595354542772, -37.79520927466022], ""type"": ""Point""}",0,18.31076645,141,Signage,Sign - Public Transport,37666,1370844,105248,Sign - Public Transport 1 Panel,1370844,21749,Sign - Public Transport 1 Panel Bus Stop Type 12,P.16
"-37.801527048931604, 144.9567967131992","{""coordinates"": [144.9567967131992, -37.801527048931604], ""type"": ""Point""}",0,24.91047603,173,Signage,Sign - Public Transport,37802,1248528,107520,Sign - Public Transport 1 Panel,1248528,20594,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.79731310405415, 144.967955914192","{""coordinates"": [144.967955914192, -37.79731310405415], ""type"": ""Point""}",0,10.9808405,336,Signage,Sign - Public Transport,37956,1240839,103108,Sign - Public Transport 1 Panel,1240839,20689,Sign - Public Transport 1 Panel Bus Stop Type 3,P.16
"-37.80365281271108, 144.9564163595527","{""coordinates"": [144.9564163595527, -37.80365281271108], ""type"": ""Point""}",0,18.16455397,21,Signage,Sign - Public Transport,38386,1248457,589314,Sign - Public Transport 1 Panel,1248457,20942,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.84529099706835, 144.9822703144505","{""coordinates"": [144.9822703144505, -37.84529099706835], ""type"": ""Point""}",0,0.0,0,Signage,Sign - Public Transport,39976,1254921,0,Sign - Public Transport 1 Panel,1254921,22308,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.8010481279157, 144.9534576515341","{""coordinates"": [144.9534576515341, -37.8010481279157], ""type"": ""Point""}",0,24.9969919,38,Signage,Sign - Public Transport,40039,1576502,110262,Sign - Public Transport 1 Panel,1576502,21124,Sign - Public Transport 1 Panel Bus Stop Type 1,P.16
"-37.82183999762308, 144.91339835942287","{""coordinates"": [144.91339835942287, -37.82183999762308], ""type"": ""Point""}",0,98.32660753,199,Signage,Sign - Public Transport,40048,1244875,110506,Sign - Public Transport 1 Panel,1244875,22162,Sign - Public Transport 1 Panel Bus Stop Type 3,P.16
"-37.79790612032, 144.9705713015547","{""coordinates"": [144.9705713015547, -37.79790612032], ""type"": ""Point""}",0,26.30246726,335,Signage,Sign - Public Transport,40180,1479426,106271,Sign - Public Transport 1 Panel,1479426,20563,Sign - Public Transport 1 Panel Bus Stop Type 3,P.16
"-37.79820340709036, 144.92045435450206","{""coordinates"": [144.92045435450206, -37.79820340709036], ""type"": ""Point""}",0,2.34400704,133,Signage,Sign - Public Transport,40964,1370992,569239,Sign - Public Transport 1 Panel,1370992,21845,Sign - Public Transport 1 Panel Bus Stop Type 12,P.16
"-37.787760777855524, 144.9253892133351","{""coordinates"": [144.9253892133351, -37.787760777855524], ""type"": ""Point""}",0,52.27276699,342,Signage,Sign - Public Transport,41353,1491448,618547,Sign - Public Transport 1 Panel,1491448,23146,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.82565495609574, 144.96017643000502","{""coordinates"": [144.96017643000502, -37.82565495609574], ""type"": ""Point""}",0,33.5189726,72,Signage,Sign - Public Transport,42750,1239918,108053,Sign - Public Transport 1 Panel,1239918,22042,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.804610872159635, 144.9691537208721","{""coordinates"": [144.9691537208721, -37.804610872159635], ""type"": ""Point""}",0,4.34256802,143,Signage,Sign - Public Transport,42881,1479404,108156,Sign - Public Transport 1 Panel,1479404,20556,Sign - Public Transport 1 Panel Bus Stop Type 3,P.16
"-37.82359653225718, 144.96952122205516","{""coordinates"": [144.96952122205516, -37.82359653225718], ""type"": ""Point""}",0,26.33672928,14,Signage,Sign - Public Transport,43889,1239499,566451,Sign - Public Transport 1 Panel,1239499,22080,Sign - Public Transport 1 Panel Bus Stop Type 11,P.16
"-37.803251103562474, 144.92985291146388","{""coordinates"": [144.92985291146388, -37.803251103562474], ""type"": ""Point""}",0,24.64426045,100,Signage,Sign - Public Transport,43908,1579414,103003,Sign - Public Transport 1 Panel,1579414,21675,Sign - Public Transport 1 Panel Bus Stop Type 1,P.16
"-37.79624528473142, 144.9241544090541","{""coordinates"": [144.9241544090541, -37.79624528473142], ""type"": ""Point""}",0,32.73621458,176,Signage,Sign - Public Transport,43934,1235586,561739,Sign - Public Transport 1 Panel,1235586,21844,Sign - Public Transport 1 Panel Bus Stop Type 12,P.16
"-37.79987669561117, 144.9500539642789","{""coordinates"": [144.9500539642789, -37.79987669561117], ""type"": ""Point""}",0,5.4150398,226,Signage,Sign - Public Transport,44096,1576818,103446,Sign - Public Transport 1 Panel,1576818,21176,Sign - Public Transport 1 Panel Bus Stop Type 1,P.16
"-37.822043457134946, 144.9612717467519","{""coordinates"": [144.9612717467519, -37.822043457134946], ""type"": ""Point""}",0,21.87089283,48,Signage,Sign - Public Transport,44103,1233069,108040,Sign - Public Transport 1 Panel,1233069,22184,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.84636998833038, 144.98481744885754","{""coordinates"": [144.98481744885754, -37.84636998833038], ""type"": ""Point""}",0,63.9730963,90,Signage,Sign - Public Transport,44170,1255248,645774,Sign - Public Transport 1 Panel,1255248,22481,Sign - Public Transport 1 Panel Bus Stop Type 3,P.16
"-37.810346877102674, 144.96112338314163","{""coordinates"": [144.96112338314163, -37.810346877102674], ""type"": ""Point""}",0,16.41454879,161,Signage,Sign - Public Transport,44287,1238870,660997,Sign - Public Transport 1 Panel,1238870,20024,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.79755334862349, 144.97488727650415","{""coordinates"": [144.97488727650415, -37.79755334862349], ""type"": ""Point""}",0,75.22761474,225,Signage,Sign - Public Transport,44401,1247562,511049,Sign - Public Transport 1 Panel,1247562,20880,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.7874453383767, 144.92185552555435","{""coordinates"": [144.92185552555435, -37.7874453383767], ""type"": ""Point""}",0,0.0,0,Signage,Sign - Public Transport,303,1581210,0,Sign - Public Transport 1 Panel,1581210,23147,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.81624692265885, 144.9638133817537","{""coordinates"": [144.9638133817537, -37.81624692265885], ""type"": ""Point""}",0,37.37639771,102,Signage,Sign - Public Transport,434,1236981,511385,Sign - Public Transport 1 Panel,1236981,20114,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.79676938692483, 144.95134039251514","{""coordinates"": [144.95134039251514, -37.79676938692483], ""type"": ""Point""}",0,32.27346068,265,Signage,Sign - Public Transport,519,1250659,103829,Sign - Public Transport 1 Panel,1250659,22312,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.83831808208453, 144.9764223997089","{""coordinates"": [144.9764223997089, -37.83831808208453], ""type"": ""Point""}",0,0.0,0,Signage,Sign - Public Transport,671,1255101,0,Sign - Public Transport 1 Panel,1255101,22472,Sign - Public Transport 1 Panel Bus Stop Type 13,P.16
"-37.84338100233517, 144.98539837705636","{""coordinates"": [144.98539837705636, -37.84338100233517], ""type"": ""Point""}",0,11.91171931,253,Signage,Sign - Public Transport,1388,1257495,107788,Sign - Public Transport 1 Panel,1257495,22755,Sign - Public Transport 1 Panel Bus Stop Type 3,P.16
"-37.78793737975755, 144.95889110591565","{""coordinates"": [144.95889110591565, -37.78793737975755], ""type"": ""Point""}",0,25.23462908,211,Signage,Sign - Public Transport,1986,1252402,529044,Sign - Public Transport 1 Panel,1252402,22434,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.81925793836065, 144.96137134270353","{""coordinates"": [144.96137134270353, -37.81925793836065], ""type"": ""Point""}",0,20.83965494,92,Signage,Sign - Public Transport,2172,1245490,627343,Sign - Public Transport 1 Panel,1245490,20218,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.81101801255496, 144.95912232576214","{""coordinates"": [144.95912232576214, -37.81101801255496], ""type"": ""Point""}",0,21.70019438,280,Signage,Sign - Public Transport,2416,1237228,527567,Sign - Public Transport 1 Panel,1237228,20024,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.79968851043426, 144.9639691590254","{""coordinates"": [144.9639691590254, -37.79968851043426], ""type"": ""Point""}",0,77.70795407,63,Signage,Sign - Public Transport,2661,1577586,597993,Sign - Public Transport 1 Panel,1577586,20490,Sign - Public Transport 1 Panel Bus Stop Type 1,P.16
"-37.83823498213684, 144.98640745831867","{""coordinates"": [144.98640745831867, -37.83823498213684], ""type"": ""Point""}",0,40.03267327,80,Signage,Sign - Public Transport,3218,1254835,107815,Sign - Public Transport 1 Panel,1254835,22221,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.792870646661946, 144.9582953024578","{""coordinates"": [144.9582953024578, -37.792870646661946], ""type"": ""Point""}",0,24.74038894,190,Signage,Sign - Public Transport,4333,1579790,108487,Sign - Public Transport 1 Panel,1579790,22607,Sign - Public Transport 1 Panel Bus Stop Type 1,P.16
"-37.800722007959905, 144.95348448450386","{""coordinates"": [144.95348448450386, -37.800722007959905], ""type"": ""Point""}",0,3.92515286,172,Signage,Sign - Public Transport,4750,1576516,110256,Sign - Public Transport 1 Panel,1576516,21124,Sign - Public Transport 1 Panel Bus Stop Type 1,P.16
"-37.80000725498236, 144.96097934573706","{""coordinates"": [144.96097934573706, -37.80000725498236], ""type"": ""Point""}",0,39.38772297,296,Signage,Sign - Public Transport,5005,1575590,518481,Sign - Public Transport 1 Panel,1575590,20461,Sign - Public Transport 1 Panel Bus Stop Type 1,P.16
"-37.83058895642065, 144.9650184564616","{""coordinates"": [144.9650184564616, -37.83058895642065], ""type"": ""Point""}",0,73.39741779,77,Signage,Sign - Public Transport,5923,1239188,110628,Sign - Public Transport 1 Panel,1239188,22116,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.807815885141665, 144.91663837870203","{""coordinates"": [144.91663837870203, -37.807815885141665], ""type"": ""Point""}",0,80.95956349,127,Signage,Sign - Public Transport,6298,1236305,104048,Sign - Public Transport 1 Panel,1236305,22443,Sign - Public Transport 1 Panel Bus Stop Type 11,P.16
"-37.82145285696462, 144.9209121892264","{""coordinates"": [144.9209121892264, -37.82145285696462], ""type"": ""Point""}",0,23.65519742,197,Signage,Sign - Public Transport,6336,1245016,110594,Sign - Public Transport 1 Panel,1245016,22159,Sign - Public Transport 1 Panel Bus Stop Type 3,P.16
"-37.82623998153476, 144.91149945587298","{""coordinates"": [144.91149945587298, -37.82623998153476], ""type"": ""Point""}",0,0.0,0,Signage,Sign - Public Transport,6530,1244808,0,Sign - Public Transport 1 Panel,1244808,22164,Sign - Public Transport 1 Panel Bus Stop Type 3,P.16
"-37.81178098838014, 144.9561942988128","{""coordinates"": [144.9561942988128, -37.81178098838014], ""type"": ""Point""}",0,40.68803565,348,Signage,Sign - Public Transport,7339,1253543,110759,Sign - Public Transport 1 Panel,1253543,20028,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.80272091766867, 144.92513555545514","{""coordinates"": [144.92513555545514, -37.80272091766867], ""type"": ""Point""}",0,90.53917343,158,Signage,Sign - Public Transport,7745,1578570,110970,Sign - Public Transport 1 Panel,1578570,21680,Sign - Public Transport 1 Panel Bus Stop Type 1,P.16
"-37.83405494639031, 144.98241640093377","{""coordinates"": [144.98241640093377, -37.83405494639031], ""type"": ""Point""}",0,3.29817904,15,Signage,Sign - Public Transport,7851,1253269,111292,Sign - Public Transport 1 Panel,1253269,22227,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.79729882559638, 144.92232895104533","{""coordinates"": [144.92232895104533, -37.79729882559638], ""type"": ""Point""}",0,20.8487637,32,Signage,Sign - Public Transport,8099,1235581,517639,Sign - Public Transport 1 Panel,1235581,21844,Sign - Public Transport 1 Panel Bus Stop Type 12,P.16
"-37.82500188553457, 144.95694945167727","{""coordinates"": [144.95694945167727, -37.82500188553457], ""type"": ""Point""}",0,85.1697911,277,Signage,Sign - Public Transport,8264,1232805,622450,Sign - Public Transport 1 Panel,1232805,22454,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.83016114540094, 144.90032361713372","{""coordinates"": [144.90032361713372, -37.83016114540094], ""type"": ""Point""}",0,30.36664489,325,Signage,Sign - Public Transport,8770,1244952,617233,Sign - Public Transport 1 Panel,1244952,22168,Sign - Public Transport 1 Panel Bus Stop Type 3,P.16
"-37.792625873556105, 144.9707824588029","{""coordinates"": [144.9707824588029, -37.792625873556105], ""type"": ""Point""}",0,63.9429482,349,Signage,Sign - Public Transport,8772,1253133,600791,Sign - Public Transport 1 Panel,1253133,20643,Sign - Public Transport 1 Panel Bus Stop Type 11,P.16
"-37.79859348300079, 144.94845845599968","{""coordinates"": [144.94845845599968, -37.79859348300079], ""type"": ""Point""}",0,42.16823981,297,Signage,Sign - Public Transport,8970,1249876,638970,Sign - Public Transport 1 Panel,1249876,21168,Sign - Public Transport 1 Panel Bus Stop Type 12,P.16
"-37.800561849475905, 144.96449089849344","{""coordinates"": [144.96449089849344, -37.800561849475905], ""type"": ""Point""}",0,32.12911779,42,Signage,Sign - Public Transport,9175,1575585,104469,Sign - Public Transport 1 Panel,1575585,22506,Sign - Public Transport 1 Panel Bus Stop Type 1,P.16
"-37.80570689100192, 144.9560804373352","{""coordinates"": [144.9560804373352, -37.80570689100192], ""type"": ""Point""}",0,17.476656,336,Signage,Sign - Public Transport,9652,1248450,533963,Sign - Public Transport 1 Panel,1248450,20937,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.79509600016651, 144.9365369758595","{""coordinates"": [144.9365369758595, -37.79509600016651], ""type"": ""Point""}",0,12.01896372,5,Signage,Sign - Public Transport,10200,1574992,617411,Sign - Public Transport 1 Panel,1574992,21319,Sign - Public Transport 1 Panel Bus Stop Type 5,P.16
"-37.823481893825324, 144.9606983135566","{""coordinates"": [144.9606983135566, -37.823481893825324], ""type"": ""Point""}",0,31.49553995,294,Signage,Sign - Public Transport,10941,1232894,539457,Sign - Public Transport 1 Panel,1232894,22057,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.82376089286155, 144.92141534380514","{""coordinates"": [144.92141534380514, -37.82376089286155], ""type"": ""Point""}",0,0.0,0,Signage,Sign - Public Transport,11191,1245077,0,Sign - Public Transport 1 Panel,1245077,22159,Sign - Public Transport 1 Panel Bus Stop Type 3,P.16
"-37.81746488575314, 144.95908336349078","{""coordinates"": [144.95908336349078, -37.81746488575314], ""type"": ""Point""}",0,20.71634084,7,Signage,Sign - Public Transport,11488,1236806,102122,Sign - Public Transport 1 Panel,1236806,20182,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.82168352630472, 144.96129766991564","{""coordinates"": [144.96129766991564, -37.82168352630472], ""type"": ""Point""}",0,14.41924388,202,Signage,Sign - Public Transport,11741,1233065,570575,Sign - Public Transport 1 Panel,1233065,22563,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.82190993188825, 144.93242660517498","{""coordinates"": [144.93242660517498, -37.82190993188825], ""type"": ""Point""}",561106,12.03928279,167,Signage,Sign - Public Transport,12063,1257294,561106,Sign - Public Transport 1 Panel,1257294,0,Sign - Public Transport 1 Panel Bus Stop Type 3,P.16
"-37.809816573755754, 144.9499300369178","{""coordinates"": [144.9499300369178, -37.809816573755754], ""type"": ""Point""}",0,3.21489549,7,Signage,Sign - Public Transport,13146,1257044,108946,Sign - Public Transport 1 Panel,1257044,21417,Sign - Public Transport 1 Panel Bus Stop Type 13,P.16
"-37.8338230491092, 144.9795143710974","{""coordinates"": [144.9795143710974, -37.8338230491092], ""type"": ""Point""}",0,6.94297602,188,Signage,Sign - Public Transport,13242,1253284,111370,Sign - Public Transport 1 Panel,1253284,22225,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.79540178497472, 144.95784312709472","{""coordinates"": [144.95784312709472, -37.79540178497472], ""type"": ""Point""}",0,9.30560783,187,Signage,Sign - Public Transport,13613,1579768,108458,Sign - Public Transport 1 Panel,1579768,22363,Sign - Public Transport 1 Panel Bus Stop Type 1,P.16
"-37.78171322662849, 144.95986499626397","{""coordinates"": [144.95986499626397, -37.78171322662849], ""type"": ""Point""}",0,43.85386076,148,Signage,Sign - Public Transport,13819,1252350,529140,Sign - Public Transport 1 Panel,1252350,22386,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.79897960292701, 144.96712273999506","{""coordinates"": [144.96712273999506, -37.79897960292701], ""type"": ""Point""}",0,8.32735258,130,Signage,Sign - Public Transport,14049,1370845,106140,Sign - Public Transport 1 Panel,1370845,20532,Sign - Public Transport 1 Panel Bus Stop Type 12,P.16
"-37.79961584739574, 144.91827834668223","{""coordinates"": [144.91827834668223, -37.79961584739574], ""type"": ""Point""}",0,17.52910793,229,Signage,Sign - Public Transport,14275,1270274,105222,Sign - Public Transport 1 Panel,1270274,21843,Sign - Public Transport 1 Panel Bus Stop Type 12,P.16
"-37.8000216853513, 144.9595076126765","{""coordinates"": [144.9595076126765, -37.8000216853513], ""type"": ""Point""}",0,29.30671836,303,Signage,Sign - Public Transport,14552,1575589,502495,Sign - Public Transport 1 Panel,1575589,20850,Sign - Public Transport 1 Panel Bus Stop Type 1,P.16
"-37.82475002978367, 144.97082237553545","{""coordinates"": [144.97082237553545, -37.82475002978367], ""type"": ""Point""}",0,33.41957061,206,Signage,Sign - Public Transport,14828,1239405,540076,Sign - Public Transport 1 Panel,1239405,22466,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.81172390817975, 144.95668033737152","{""coordinates"": [144.95668033737152, -37.81172390817975], ""type"": ""Point""}",0,16.06194587,260,Signage,Sign - Public Transport,15096,1252703,110759,Sign - Public Transport 1 Panel,1252703,22615,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.79047682105318, 144.9434649962317","{""coordinates"": [144.9434649962317, -37.79047682105318], ""type"": ""Point""}",0,26.51849472,231,Signage,Sign - Public Transport,15288,1234285,103889,Sign - Public Transport 1 Panel,1234285,22425,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.794769078965565, 144.92642079506638","{""coordinates"": [144.92642079506638, -37.794769078965565], ""type"": ""Point""}",0,3.50447999,81,Signage,Sign - Public Transport,15553,1579942,105257,Sign - Public Transport 1 Panel,1579942,21686,Sign - Public Transport 1 Panel Bus Stop Type 1,P.16
"-37.828198029316454, 144.96603931801874","{""coordinates"": [144.96603931801874, -37.828198029316454], ""type"": ""Point""}",0,31.56914297,336,Signage,Sign - Public Transport,15748,1239241,537103,Sign - Public Transport 1 Panel,1239241,22767,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.803343440196116, 144.9693670992385","{""coordinates"": [144.9693670992385, -37.803343440196116], ""type"": ""Point""}",0,10.91445028,117,Signage,Sign - Public Transport,16758,1240396,612989,Sign - Public Transport 1 Panel,1240396,20556,Sign - Public Transport 1 Panel Bus Stop Type 3,P.16
"-37.827431112117395, 144.9027175957814","{""coordinates"": [144.9027175957814, -37.827431112117395], ""type"": ""Point""}",0,29.33540886,121,Signage,Sign - Public Transport,16854,1244925,580037,Sign - Public Transport 1 Panel,1244925,22168,Sign - Public Transport 1 Panel Bus Stop Type 3,P.16
"-37.81828097717471, 144.96037240676188","{""coordinates"": [144.96037240676188, -37.81828097717471], ""type"": ""Point""}",0,23.13283467,276,Signage,Sign - Public Transport,17385,1245353,559046,Sign - Public Transport 1 Panel,1245353,20133,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.8237568776443, 144.92164221918702","{""coordinates"": [144.92164221918702, -37.8237568776443], ""type"": ""Point""}",0,0.0,0,Signage,Sign - Public Transport,18023,1245023,0,Sign - Public Transport 1 Panel,1245023,22159,Sign - Public Transport 1 Panel Bus Stop Type 3,P.16
"-37.83050250727819, 144.97139274185386","{""coordinates"": [144.97139274185386, -37.83050250727819], ""type"": ""Point""}",0,0.0,0,Signage,Sign - Public Transport,18285,1249163,0,Sign - Public Transport 1 Panel,1249163,22467,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.79525280570435, 144.9752954554172","{""coordinates"": [144.9752954554172, -37.79525280570435], ""type"": ""Point""}",0,14.87211663,189,Signage,Sign - Public Transport,18998,1247685,517620,Sign - Public Transport 1 Panel,1247685,20884,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.79412517227246, 144.96802316787404","{""coordinates"": [144.96802316787404, -37.79412517227246], ""type"": ""Point""}",0,43.65971255,133,Signage,Sign - Public Transport,19137,1247850,522611,Sign - Public Transport 1 Panel,1247850,20538,Sign - Public Transport 1 Panel Bus Stop Type 8,P.16
"-37.79854435502073, 144.95795135251927","{""coordinates"": [144.95795135251927, -37.79854435502073], ""type"": ""Point""}",0,51.88217484,77,Signage,Sign - Public Transport,19870,1579933,638052,Sign - Public Transport 1 Panel,1579933,22514,Sign - Public Transport 1 Panel Bus Stop Type 1,P.16
"-37.81759594129376, 144.96174844051686","{""coordinates"": [144.96174844051686, -37.81759594129376], ""type"": ""Point""}",0,10.64392282,126,Signage,Sign - Public Transport,19878,1268440,527371,Sign - Public Transport 1 Panel,1268440,20171,Sign - Public Transport 1 Panel Bus Stop Type 13,P.16
